MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Humidity,Temperature,label
4.88,2.03,2.42,6.53,3.01,69.59,56.73,1.2,9.23,4.35,75.8,38.8,spoiled
4.91,2.04,2.42,6.53,3.07,69.59,59.5,1.21,9.27,4.37,75.9,38.8,spoiled
4.88,2.06,2.41,6.48,3.11,70.23,58.36,1.21,9.34,4.35,76.5,39.0,spoiled
4.86,2.04,2.41,6.45,3.16,70.89,59.5,1.18,9.41,4.37,75.8,38.8,spoiled
5.02,2.08,2.41,6.45,3.17,68.32,57.81,1.2,9.52,4.35,75.9,38.8,spoiled
4.88,2.06,2.41,6.45,3.21,70.23,58.36,1.21,9.52,4.39,75.9,38.7,spoiled
4.91,2.07,2.42,6.48,3.13,70.89,59.5,1.21,9.52,4.39,75.9,38.8,spoiled
4.86,2.07,2.44,6.48,3.21,69.59,57.81,1.2,9.49,4.35,75.9,38.8,spoiled
4.88,2.07,2.42,6.42,3.27,68.95,57.81,1.21,9.56,4.35,76.0,38.8,spoiled
4.86,2.08,2.44,6.5,3.24,68.32,58.36,1.21,9.6,4.35,76.0,38.8,spoiled
4.88,2.06,2.42,6.42,3.22,69.59,57.81,1.2,9.6,4.37,76.0,38.8,spoiled
4.91,3.04,2.41,6.42,3.22,68.95,59.5,1.22,9.64,4.41,76.0,38.7,spoiled
4.88,2.06,2.41,6.42,3.22,70.89,59.5,1.22,9.6,4.37,76.0,38.5,spoiled
4.93,2.07,2.41,6.4,3.22,68.95,59.5,1.22,9.64,4.43,76.0,38.7,spoiled
4.88,2.07,2.44,6.42,3.14,69.59,60.09,1.21,9.67,4.43,76.0,38.8,spoiled
4.93,2.07,2.42,6.45,3.1,69.59,58.36,1.23,9.45,4.41,76.0,38.8,spoiled
4.88,2.06,2.42,6.37,3.13,70.23,58.93,1.18,9.49,4.41,76.0,38.8,spoiled
4.93,2.04,2.42,6.4,3.13,70.23,61.28,1.18,9.45,4.37,76.0,38.8,spoiled
4.93,2.06,2.42,6.4,2.98,70.23,60.68,1.22,9.27,4.37,76.1,38.8,spoiled
4.93,2.07,2.42,6.42,2.92,69.59,59.5,1.21,9.05,4.39,76.0,38.7,spoiled
4.93,2.06,2.42,6.37,2.92,71.56,59.5,1.22,9.05,4.37,76.0,38.7,spoiled
4.95,2.03,2.42,6.4,2.92,70.23,61.28,1.18,8.98,4.41,76.0,38.8,spoiled
4.93,2.06,2.42,6.4,3.01,71.56,61.28,1.21,8.98,4.41,76.1,38.8,spoiled
4.95,2.07,2.42,6.32,3.05,71.56,60.09,1.18,8.98,4.37,76.0,38.7,spoiled
4.93,2.04,2.42,6.37,3.05,70.89,58.93,1.21,9.09,4.39,76.1,38.8,spoiled
4.97,2.04,2.42,6.4,3.08,68.95,61.9,1.18,9.12,4.37,76.1,38.8,spoiled
4.93,2.06,2.41,6.4,3.1,70.23,60.68,1.21,9.16,4.41,76.8,39.0,spoiled
4.91,2.04,2.42,6.4,3.07,70.23,60.09,1.18,9.12,4.37,76.1,38.8,spoiled
4.93,2.07,2.42,6.4,2.63,70.89,59.5,1.21,9.02,4.37,76.2,38.8,spoiled
4.91,2.0,2.39,6.32,2.72,70.23,60.09,1.21,8.11,4.33,76.2,38.8,spoiled
4.88,2.0,2.42,6.37,2.86,70.89,61.28,1.2,8.11,4.35,76.1,38.8,spoiled
4.91,2.03,2.42,6.32,2.79,69.59,60.68,1.2,8.14,4.35,76.2,38.8,spoiled
4.88,2.01,2.41,6.32,2.84,72.24,60.09,1.21,7.89,4.31,76.2,38.8,spoiled
4.88,2.03,2.42,6.34,2.98,70.89,61.28,1.18,7.98,4.37,76.2,38.9,spoiled
4.91,2.03,2.42,6.37,3.04,70.89,60.09,1.2,8.08,4.33,76.2,38.7,spoiled
4.88,2.01,2.42,6.32,3.1,71.56,60.09,1.22,8.17,4.33,76.3,38.8,spoiled
4.95,2.03,2.41,6.34,3.08,70.89,61.28,1.18,8.27,4.39,76.3,38.4,spoiled
4.91,2.07,2.42,6.32,3.11,71.56,61.9,1.21,8.27,4.37,76.3,38.8,spoiled
4.91,2.03,2.42,6.34,3.19,72.24,60.68,1.2,8.4,4.35,76.3,38.8,spoiled
4.93,2.07,2.38,6.74,3.21,70.89,60.09,1.21,8.43,4.39,76.3,38.8,spoiled
4.93,2.07,2.42,6.29,3.27,70.89,61.9,1.21,8.57,4.39,76.3,38.7,spoiled
4.93,2.06,2.42,6.29,3.21,70.89,60.68,1.23,8.6,4.33,76.4,38.7,spoiled
4.93,2.1,2.42,6.27,3.27,69.59,60.09,1.22,8.7,4.39,76.5,38.8,spoiled
4.91,2.03,2.42,6.29,2.98,70.89,60.68,1.21,8.4,4.39,76.4,38.5,spoiled
4.93,2.04,2.41,6.22,3.08,70.23,61.9,1.22,8.33,4.39,76.5,38.8,spoiled
4.93,2.03,2.41,6.29,3.1,71.56,61.9,1.18,8.4,4.39,76.5,38.8,spoiled
4.91,2.07,2.41,6.24,3.05,71.56,61.9,1.21,8.3,4.41,76.6,38.7,spoiled
4.91,2.04,2.44,6.29,3.14,71.56,61.9,1.21,8.4,4.41,76.5,38.8,spoiled
4.93,2.07,2.42,6.27,3.14,71.56,61.9,1.23,8.5,4.41,76.6,38.7,spoiled
4.93,2.06,2.42,6.22,3.21,71.56,61.9,1.23,8.6,4.41,76.7,38.7,spoiled
4.91,2.04,2.41,6.24,3.27,70.89,60.09,1.22,8.63,4.37,76.6,38.7,spoiled
4.93,2.04,2.42,6.29,3.27,70.89,61.28,1.21,8.74,4.39,76.6,38.7,spoiled
4.95,2.04,2.41,6.22,3.3,71.56,61.9,1.18,8.81,4.39,76.6,38.7,spoiled
4.95,2.04,2.39,6.22,3.3,71.56,61.9,1.22,8.95,4.39,76.7,38.7,spoiled
4.97,2.07,2.42,6.24,3.16,71.56,61.9,1.2,8.67,4.37,76.6,38.7,spoiled
4.97,2.07,2.41,6.22,3.17,70.89,61.28,1.22,8.74,4.43,76.6,38.7,spoiled
4.93,2.04,2.42,6.22,3.17,71.56,100.52,1.2,8.74,4.39,76.6,38.7,spoiled
4.93,2.07,2.41,6.22,2.96,70.89,61.9,1.18,8.53,4.41,77.3,39.0,spoiled
4.93,2.06,2.42,6.24,2.92,69.59,60.68,1.22,8.27,4.37,76.6,38.7,spoiled
4.95,2.07,2.41,6.19,3.04,70.89,60.68,1.22,8.33,4.41,76.7,38.7,spoiled
4.95,2.04,2.41,6.16,2.82,71.56,61.9,1.22,8.4,4.41,76.7,38.7,spoiled
4.93,2.06,2.42,6.22,2.92,71.56,61.9,1.22,8.14,4.41,76.7,38.7,spoiled
4.91,2.04,2.41,6.16,2.99,70.89,61.28,1.21,8.11,4.37,76.8,38.7,spoiled
4.88,2.07,2.41,6.22,3.01,71.56,61.28,1.2,8.27,4.43,76.8,38.7,spoiled
4.91,2.07,2.41,6.22,3.07,71.56,63.81,1.21,8.3,4.43,76.8,38.9,spoiled
4.93,2.06,2.41,6.19,3.08,70.89,61.28,1.22,8.3,4.37,76.8,38.7,spoiled
4.95,2.04,2.42,6.22,3.07,70.89,61.28,1.23,8.33,4.39,76.9,38.7,spoiled
4.95,2.06,2.41,6.19,3.1,70.23,63.16,1.21,8.47,4.39,77.5,39.6,spoiled
4.88,2.01,2.39,6.16,2.67,72.94,63.16,1.21,7.64,4.39,76.8,38.7,spoiled
4.91,2.04,2.39,6.22,2.76,73.64,64.47,1.21,7.4,4.41,76.9,38.7,spoiled
4.88,2.03,2.42,6.19,2.74,70.89,62.53,1.22,7.29,4.35,77.4,38.7,spoiled
4.88,2.0,2.42,6.19,2.87,72.24,62.53,1.21,7.31,4.35,77.1,38.8,spoiled
4.88,2.03,2.42,6.22,2.93,72.94,62.53,1.23,7.4,4.35,77.1,38.7,spoiled
4.91,2.04,2.41,6.14,3.01,72.24,61.28,1.21,7.58,4.39,77.2,38.7,spoiled
4.93,2.04,2.42,6.14,3.05,69.59,61.9,1.22,7.7,4.41,77.2,38.3,spoiled
4.91,2.07,2.44,6.19,3.04,71.56,63.16,1.2,7.83,4.41,77.2,38.7,spoiled
4.93,2.06,2.42,6.14,3.08,70.23,61.28,1.21,7.92,4.41,77.3,38.7,spoiled
4.91,2.04,2.42,6.14,3.21,72.94,63.16,1.23,7.98,4.37,77.3,38.7,spoiled
4.91,2.04,2.41,6.16,3.1,69.59,61.28,1.24,8.04,4.41,77.2,38.8,spoiled
4.88,2.04,2.39,6.11,2.86,70.23,62.53,1.23,7.95,4.29,77.3,38.6,spoiled
4.91,2.07,2.41,6.11,2.93,70.89,63.16,1.21,7.76,4.35,77.3,38.7,spoiled
4.93,2.07,2.41,6.14,2.95,71.56,62.53,1.23,7.73,4.37,77.3,38.3,spoiled
4.91,2.04,2.42,6.14,2.96,70.23,62.53,1.23,7.73,4.33,77.2,38.7,spoiled
4.88,2.07,2.42,6.11,2.95,72.94,62.53,1.23,7.76,4.37,77.3,38.7,spoiled
4.88,2.07,2.42,6.11,2.89,72.24,62.53,1.18,7.83,4.37,77.3,38.7,spoiled
4.93,2.03,2.41,6.09,2.74,72.94,64.47,1.23,7.43,4.27,76.7,37.9,spoiled
4.88,2.06,2.42,6.11,2.8,72.24,63.81,1.22,7.34,4.33,77.3,38.7,spoiled
4.93,2.03,2.41,6.09,2.86,70.89,62.53,1.22,7.4,4.29,77.3,38.7,spoiled
4.91,2.04,2.41,6.11,2.87,72.24,62.53,1.22,7.55,4.33,77.3,38.7,spoiled
4.88,2.04,2.42,6.09,2.89,72.94,63.81,1.23,7.61,4.29,77.2,38.7,spoiled
4.93,2.03,2.41,6.11,2.76,70.89,62.53,1.21,7.49,4.35,77.3,38.7,spoiled
4.93,2.04,2.42,6.09,2.86,71.56,63.81,1.21,7.46,4.29,77.4,38.7,spoiled
4.91,2.03,2.41,6.06,2.89,70.89,62.53,1.24,7.52,4.27,77.3,38.7,spoiled
4.93,2.04,2.41,6.11,2.93,70.89,61.9,1.22,7.64,4.27,77.4,38.7,spoiled
4.91,2.07,2.42,6.09,2.93,71.56,62.53,1.23,7.64,4.31,77.4,38.8,spoiled
4.88,2.07,2.42,6.09,2.96,72.24,62.53,1.22,7.86,4.29,77.3,38.8,spoiled
4.93,2.04,2.41,6.06,2.72,71.56,63.81,1.24,7.67,4.31,77.3,38.8,spoiled
4.88,2.07,2.42,6.04,2.83,72.24,63.81,1.23,7.58,4.37,77.4,38.8,spoiled
4.88,2.04,2.42,6.09,2.84,70.23,62.53,1.22,7.58,4.35,77.4,38.8,spoiled
4.91,2.04,2.42,6.09,2.84,72.24,63.81,1.23,7.61,4.31,77.4,38.8,spoiled
4.93,2.07,2.39,6.04,2.86,72.94,64.47,1.23,7.7,4.29,77.4,38.8,spoiled
4.91,2.04,2.41,6.06,2.86,70.23,61.9,1.22,7.73,4.31,77.4,38.8,spoiled
4.88,2.03,2.42,6.04,2.62,70.89,62.53,1.22,7.64,4.39,77.4,38.8,spoiled
4.91,2.04,2.42,6.06,2.7,73.64,64.47,1.23,7.37,4.41,77.4,38.8,spoiled
4.91,2.03,2.41,6.06,2.72,73.64,63.81,1.22,7.34,4.33,77.5,38.8,spoiled
4.91,2.01,2.39,6.01,2.76,70.23,62.53,1.23,7.4,4.33,77.5,38.8,spoiled
4.91,2.07,2.41,6.04,2.73,71.56,63.16,1.23,7.49,4.41,77.5,38.8,spoiled
4.88,2.04,2.42,6.01,2.76,72.94,64.47,1.22,7.52,4.43,77.5,38.8,spoiled
4.88,2.03,2.42,6.01,2.73,72.94,64.47,1.2,7.55,4.39,77.5,38.8,spoiled
4.91,2.03,2.41,6.01,2.73,70.89,62.53,1.22,7.52,4.41,78.2,39.0,spoiled
4.91,2.04,2.41,6.01,2.72,70.23,62.53,1.24,7.46,4.39,77.5,38.8,spoiled
4.86,2.03,2.41,5.99,2.7,71.56,64.47,1.24,7.4,4.37,77.6,38.8,spoiled
4.91,2.07,2.41,5.99,2.73,71.56,62.53,1.23,7.49,4.43,77.6,38.8,spoiled
4.88,2.03,2.42,6.01,2.72,72.94,63.16,1.24,7.49,4.43,77.6,38.7,spoiled
4.86,2.04,2.42,6.01,2.7,72.24,64.47,1.23,7.52,4.41,77.6,38.8,spoiled
4.88,2.03,2.41,5.96,2.42,70.89,62.53,1.27,7.49,4.37,77.7,38.8,spoiled
4.91,2.0,2.39,6.01,2.46,72.24,65.15,1.23,6.67,4.35,78.3,39.0,spoiled
4.82,2.03,2.41,6.01,2.57,73.64,65.15,1.23,6.61,4.39,77.7,38.7,spoiled
4.91,2.04,2.41,5.96,2.63,73.64,65.15,1.23,6.7,4.37,77.7,38.7,spoiled
4.84,2.01,2.41,5.96,2.66,70.89,63.81,1.22,6.78,4.39,77.8,38.7,spoiled
4.91,2.04,2.41,5.96,2.69,73.64,64.47,1.24,6.78,4.41,77.7,38.7,spoiled
4.84,2.01,2.41,5.96,2.63,72.94,63.81,1.23,6.8,4.35,77.8,38.7,spoiled
4.88,2.01,2.41,6.01,2.69,73.64,65.83,1.22,6.86,4.37,77.8,38.7,spoiled
4.86,1.98,2.41,5.91,2.55,72.24,62.53,1.23,6.35,4.33,77.7,38.9,spoiled
4.86,2.0,2.41,5.96,2.55,72.24,64.47,1.23,6.2,4.35,77.8,38.7,spoiled
4.82,2.01,2.39,5.96,2.57,73.64,64.47,1.23,6.25,4.39,77.9,38.7,spoiled
4.82,1.97,2.39,5.91,2.62,72.24,63.81,1.23,6.25,4.33,77.9,38.7,spoiled
4.86,1.98,2.41,5.96,2.64,72.24,64.47,1.23,6.35,4.35,77.8,38.7,spoiled
4.88,2.0,2.41,5.94,2.69,72.24,62.53,1.24,6.43,4.33,77.9,38.7,spoiled
4.88,2.01,2.41,5.94,2.72,73.64,60.09,1.23,6.56,4.39,78.0,38.7,spoiled
4.84,2.01,2.41,5.96,2.7,72.24,62.53,1.24,6.61,4.31,78.0,38.9,spoiled
4.84,2.0,2.41,5.94,2.7,73.64,63.81,1.22,6.72,4.33,78.0,38.7,spoiled
4.84,2.0,2.42,5.91,2.69,72.24,64.47,1.24,6.78,4.35,78.0,38.7,spoiled
4.88,2.03,2.41,5.91,2.69,71.56,62.53,1.22,6.89,4.37,78.0,38.7,spoiled
4.84,2.0,2.41,5.94,2.63,71.56,63.16,1.24,6.94,4.37,78.1,38.7,spoiled
4.84,2.0,2.41,5.91,2.63,72.24,62.53,1.24,7.0,4.39,78.1,38.7,spoiled
4.86,2.01,2.42,5.94,2.56,72.94,64.47,1.22,7.03,4.39,78.1,38.7,spoiled
4.88,2.0,2.41,5.91,2.55,70.23,62.53,1.26,7.06,4.39,78.1,38.9,spoiled
4.84,2.01,2.39,5.91,2.33,72.24,62.53,1.24,6.07,4.39,78.1,38.7,spoiled
4.82,1.97,2.39,5.89,2.42,72.24,63.81,1.22,6.02,4.29,78.2,38.7,spoiled
4.84,1.98,2.42,5.94,2.48,72.24,63.16,1.26,6.04,4.29,78.2,38.7,spoiled
4.82,2.0,2.42,5.91,2.45,73.64,64.47,1.24,6.09,4.35,78.1,38.7,spoiled
4.84,1.98,2.41,5.89,2.53,74.36,64.47,1.24,6.17,4.31,78.2,38.7,spoiled
4.84,2.0,2.42,5.89,2.2,54.92,65.15,1.22,6.32,4.37,78.1,38.7,spoiled
4.84,2.01,2.41,5.94,2.57,72.94,63.16,1.24,6.4,4.33,78.1,38.8,spoiled
4.86,1.98,2.39,5.86,2.52,70.89,63.81,1.22,6.48,4.31,78.1,38.7,spoiled
4.82,2.01,2.41,5.89,2.55,73.64,64.47,1.23,6.4,4.31,78.2,38.7,spoiled
4.8,2.0,2.41,5.89,2.46,73.64,64.47,1.23,6.17,4.29,78.8,39.6,spoiled
4.84,1.97,2.41,5.91,2.49,72.24,64.47,1.23,6.2,4.27,78.2,38.7,spoiled
4.84,2.0,2.39,5.89,2.52,70.89,62.53,1.24,6.27,4.31,78.2,38.7,spoiled
4.86,1.97,2.41,5.89,2.53,72.24,63.16,1.23,6.32,4.29,78.3,38.7,spoiled
4.82,2.0,2.41,5.91,2.55,74.36,64.47,1.23,6.43,4.33,78.2,38.9,spoiled
4.86,2.0,2.39,5.89,2.56,70.89,62.53,1.24,6.48,4.33,78.3,38.7,spoiled
4.86,2.01,2.39,5.84,2.45,72.24,64.47,1.22,6.25,4.31,78.4,38.7,spoiled
4.86,2.0,2.39,5.84,2.46,72.94,65.15,1.22,6.12,4.33,78.4,38.3,spoiled
4.86,1.97,2.39,5.84,2.46,71.56,63.16,1.24,6.09,4.29,78.4,38.6,spoiled
4.82,1.98,2.39,5.84,2.48,73.64,64.47,1.24,6.15,4.27,78.5,38.7,spoiled
4.84,1.98,2.42,5.14,2.46,72.94,64.47,1.23,6.2,4.27,78.5,38.7,spoiled
4.86,1.97,2.39,5.84,2.52,72.24,63.16,1.23,6.3,4.27,78.5,38.8,spoiled
4.82,1.98,2.41,5.89,2.51,70.89,62.53,1.24,6.35,4.27,78.5,38.7,spoiled
4.86,2.0,2.39,5.82,2.42,72.94,64.47,1.23,6.35,4.31,78.5,38.7,spoiled
4.86,1.98,2.39,5.86,2.45,72.94,64.47,1.23,6.22,4.31,78.5,38.2,spoiled
4.86,2.01,2.39,5.86,2.45,72.24,64.47,1.23,6.27,4.33,78.5,38.7,spoiled
4.88,2.0,2.38,5.84,2.41,74.36,64.47,1.23,6.02,4.27,78.5,38.7,spoiled
4.84,1.97,2.39,5.51,2.38,71.56,64.47,1.22,6.04,4.31,78.6,38.7,spoiled
4.82,2.0,2.41,5.86,2.41,74.36,64.47,1.23,6.04,4.33,78.6,38.8,spoiled
4.84,1.97,2.39,5.84,2.4,73.64,64.47,1.23,6.07,4.31,78.6,38.7,spoiled
4.82,2.01,2.41,5.86,2.42,72.24,62.53,1.26,6.02,4.29,78.6,38.7,spoiled
4.84,2.0,2.39,5.82,2.32,74.36,64.47,1.23,5.7,4.29,78.6,38.3,spoiled
4.8,1.96,2.39,5.82,2.34,73.64,63.81,1.22,5.58,4.25,78.7,38.7,spoiled
4.86,1.97,2.38,5.82,2.38,73.64,65.83,1.22,5.63,4.31,78.7,38.7,spoiled
4.84,1.98,2.39,5.77,2.73,72.24,63.16,1.24,5.63,4.27,78.7,38.7,spoiled
4.84,1.94,2.36,5.82,2.19,74.36,64.47,1.23,5.04,4.29,78.7,38.8,spoiled
4.78,1.94,2.39,5.84,2.27,72.94,63.81,1.22,4.84,4.27,78.7,38.7,spoiled
4.82,1.93,2.38,5.82,2.28,72.94,64.47,1.23,4.78,4.25,78.7,38.7,spoiled
4.8,1.94,2.39,5.84,2.3,74.36,65.83,1.23,4.76,4.23,78.7,38.3,spoiled
4.82,1.94,2.38,5.82,2.34,74.36,65.83,1.23,4.8,4.27,78.7,38.7,spoiled
4.84,1.97,2.38,5.84,2.36,72.94,63.16,1.24,4.76,4.25,78.7,38.7,spoiled
4.8,1.94,2.38,5.37,2.36,72.24,63.81,1.22,4.82,4.31,78.8,38.7,spoiled
4.82,1.94,2.38,5.79,2.4,73.64,65.83,1.23,4.87,4.23,78.7,38.8,spoiled
4.82,1.96,2.39,5.79,2.4,72.24,64.47,1.23,4.84,4.29,78.8,38.7,spoiled
4.84,1.13,2.39,5.86,2.44,72.24,62.53,1.24,4.89,4.25,78.8,38.7,spoiled
4.82,1.97,2.39,5.79,2.41,72.24,63.16,1.24,4.93,4.29,78.8,38.3,spoiled
4.82,1.94,2.39,5.84,2.44,72.24,62.53,1.24,4.91,4.25,78.8,38.6,spoiled
4.8,1.93,2.39,5.79,2.45,72.24,63.16,1.22,4.99,4.27,78.8,38.6,spoiled
4.86,2.0,2.3,5.77,2.4,74.36,64.47,1.24,5.06,4.29,79.0,38.6,spoiled
4.86,1.98,2.39,5.77,2.4,72.24,64.47,1.23,5.02,4.35,78.9,38.7,spoiled
4.82,1.96,2.39,5.79,2.37,72.24,63.16,1.24,5.08,4.31,79.0,38.6,spoiled
4.84,1.22,2.39,5.82,2.33,72.24,63.81,1.23,5.13,4.35,79.0,38.6,spoiled
4.8,1.94,2.39,5.77,2.29,72.24,62.53,1.22,4.97,4.31,79.0,38.3,spoiled
4.84,1.97,2.38,5.79,2.3,72.94,64.47,1.24,4.95,4.33,79.0,38.6,spoiled
4.88,1.96,2.38,5.74,2.23,73.64,65.83,1.22,4.97,4.31,79.1,38.6,spoiled
4.82,1.97,2.33,5.86,2.25,74.36,64.47,1.23,4.87,4.37,79.2,38.6,spoiled
4.84,1.96,2.41,5.82,2.27,72.94,64.47,1.22,4.97,4.37,79.1,38.6,spoiled
4.84,1.96,2.39,5.79,2.25,73.64,64.47,1.23,4.95,4.37,79.2,38.6,spoiled
4.86,1.92,2.39,5.79,2.25,72.94,63.81,1.21,5.02,4.35,79.3,38.6,spoiled
4.82,1.96,2.39,5.79,2.21,72.24,65.15,1.22,5.04,4.39,79.3,38.3,spoiled
4.82,1.97,2.39,5.74,2.19,73.64,65.83,1.23,4.91,4.39,79.3,38.6,spoiled
4.84,1.96,2.39,5.79,2.2,73.64,64.47,1.23,4.97,4.37,79.4,38.6,spoiled
4.84,1.96,2.33,6.27,2.16,72.94,64.47,1.23,4.95,4.35,79.4,38.6,spoiled
4.82,1.96,2.41,5.79,2.16,70.89,63.81,1.22,4.89,4.39,79.4,38.6,spoiled
4.86,1.96,2.39,5.79,2.15,70.89,62.53,1.23,4.89,4.33,79.4,38.6,spoiled
4.82,1.13,2.39,5.74,2.14,72.94,64.47,1.23,4.99,4.39,79.4,38.6,spoiled
4.86,1.96,2.39,5.77,2.12,72.24,63.81,1.23,5.02,4.39,79.4,38.2,spoiled
4.86,1.94,2.41,5.77,2.15,70.89,62.53,1.24,5.04,4.39,79.4,38.6,spoiled
4.86,1.96,2.39,5.79,2.11,72.94,64.47,1.26,5.08,4.37,79.4,38.6,spoiled
4.8,1.94,2.39,5.72,2.01,72.24,63.81,1.23,4.61,4.31,79.5,38.6,spoiled
4.82,1.92,2.38,5.72,2.07,74.36,65.15,1.22,4.49,4.31,79.4,38.7,spoiled
4.8,1.93,2.39,5.74,2.06,73.64,63.81,1.24,4.59,4.29,79.5,38.6,spoiled
4.82,1.93,2.36,5.74,2.06,74.36,65.15,1.23,4.43,4.27,79.5,38.6,spoiled
4.78,1.94,2.38,5.77,2.09,72.94,63.81,1.23,4.51,4.27,79.5,38.2,spoiled
4.82,1.96,2.36,5.7,2.07,72.24,64.47,1.23,4.55,4.31,79.5,38.5,spoiled
4.78,1.96,2.38,5.72,2.11,72.24,63.16,1.23,4.55,4.33,79.6,38.5,spoiled
4.78,1.96,2.38,5.41,2.1,72.24,62.53,1.23,4.61,4.29,79.6,38.5,spoiled
4.82,1.96,2.38,5.72,2.11,72.94,65.83,1.23,4.7,4.33,79.6,38.7,spoiled
4.82,1.94,2.39,5.7,2.12,70.89,62.53,1.22,4.7,4.27,79.7,38.5,spoiled
4.8,1.94,2.36,5.7,2.14,73.64,64.47,1.22,4.76,4.33,79.7,38.5,spoiled
4.84,1.93,2.38,5.72,2.11,72.24,63.81,1.22,4.8,4.27,79.7,38.1,spoiled
4.82,1.93,2.39,5.72,2.14,70.89,63.16,1.22,4.82,4.27,79.7,38.5,spoiled
4.84,1.93,2.39,5.74,2.09,72.24,63.81,1.22,4.78,4.33,79.7,38.5,spoiled
4.8,1.93,2.39,5.7,2.07,73.64,65.15,1.23,4.8,4.27,79.7,38.6,spoiled
4.82,1.94,2.38,5.7,2.1,72.24,63.81,1.24,4.84,4.27,79.7,38.7,spoiled
4.82,1.94,2.39,5.74,2.09,73.64,64.47,1.23,4.72,4.29,79.7,38.5,spoiled
4.84,1.94,2.39,5.74,2.06,72.24,64.47,1.24,4.72,4.27,79.7,38.6,spoiled
4.82,1.96,2.36,5.7,2.07,72.24,64.47,1.21,4.76,4.33,80.4,39.2,spoiled
4.84,1.96,2.38,5.74,2.05,72.94,64.47,1.23,4.7,4.29,79.7,38.6,spoiled
4.8,1.94,2.39,5.67,2.06,72.24,63.16,1.24,4.72,4.27,79.7,38.5,spoiled
4.78,1.93,2.39,5.72,2.05,73.64,63.81,1.22,4.63,4.27,79.8,38.6,spoiled
4.82,1.96,2.39,5.72,2.05,72.24,63.16,1.2,4.65,4.31,79.8,38.8,spoiled
4.8,1.93,2.36,5.67,2.05,72.94,63.81,1.23,4.43,4.25,79.8,38.5,spoiled
4.8,1.96,2.38,5.67,2.06,72.24,64.47,1.23,4.49,4.31,79.8,38.5,spoiled
4.82,1.93,2.38,5.74,2.05,72.24,62.53,1.23,4.57,4.31,80.5,39.6,spoiled
4.8,1.94,2.36,5.7,2.05,72.24,63.16,1.24,4.53,4.31,79.8,38.6,spoiled
4.78,1.96,2.39,5.67,2.06,72.24,64.47,1.23,4.53,4.33,79.9,38.6,spoiled
4.82,1.93,2.36,5.7,2.06,72.94,65.15,1.23,4.59,4.27,79.9,38.6,spoiled
4.8,1.96,2.38,5.72,2.05,73.64,65.15,1.22,4.67,4.33,79.9,38.8,spoiled
4.78,1.92,2.38,5.74,2.02,73.64,64.47,1.24,4.7,4.27,79.9,38.5,spoiled
4.8,1.92,2.38,5.72,2.02,70.89,63.16,1.24,4.61,4.27,80.0,38.5,spoiled
4.82,1.96,2.38,5.7,2.02,72.94,64.47,1.23,4.57,4.31,80.0,38.5,spoiled
4.78,1.96,2.36,5.72,1.99,72.24,63.16,1.24,4.39,4.33,80.0,38.5,spoiled
4.8,1.93,2.35,5.7,1.94,72.94,64.47,1.23,4.09,4.23,80.0,38.5,spoiled
4.78,1.9,2.35,5.67,1.91,72.94,61.28,1.24,3.91,4.21,80.1,38.5,spoiled
4.78,1.93,2.36,5.67,1.97,74.36,65.83,1.23,3.91,4.25,80.0,38.8,spoiled
4.75,1.92,2.36,5.67,2.0,72.94,63.16,1.24,3.92,4.25,80.0,38.5,spoiled
4.8,1.93,2.38,5.72,1.99,74.36,65.15,1.22,3.96,4.25,80.2,38.5,spoiled
4.78,1.89,2.38,5.7,2.0,72.24,63.81,1.24,3.96,4.23,80.2,38.5,spoiled
4.8,1.93,2.36,5.67,2.03,72.94,64.47,1.23,4.02,4.27,80.2,38.5,spoiled
4.82,1.94,2.36,5.67,2.03,72.94,63.81,1.22,4.06,4.25,80.2,38.5,spoiled
4.75,1.93,2.36,5.65,2.0,74.36,67.25,1.23,3.81,4.25,80.3,38.5,spoiled
4.75,1.92,2.36,5.67,2.0,72.24,63.81,1.22,3.87,4.27,80.2,38.8,spoiled
4.78,1.92,2.36,5.7,1.99,74.36,64.47,1.23,3.85,4.27,80.3,38.5,spoiled
4.8,1.89,2.36,5.7,2.01,72.24,64.47,1.24,3.83,4.21,80.4,38.5,spoiled
4.78,1.93,2.36,5.67,2.06,72.24,63.16,1.22,3.91,4.25,80.4,38.5,spoiled
4.75,1.93,2.36,5.65,2.03,73.64,65.83,1.24,3.92,4.29,80.4,38.5,spoiled
4.78,1.92,2.38,5.7,2.03,72.94,65.83,1.23,3.98,4.31,80.5,38.5,spoiled
4.78,1.93,2.38,5.7,2.03,73.64,65.15,1.21,3.98,4.29,80.5,38.5,spoiled
4.8,1.93,2.36,5.7,2.05,72.24,63.81,1.22,4.0,4.31,80.5,38.7,spoiled
4.82,1.92,2.36,5.65,2.03,72.24,63.16,1.24,4.04,4.27,80.5,38.5,spoiled
4.78,1.93,2.38,5.7,2.02,74.36,65.83,1.23,4.11,4.27,80.5,38.5,spoiled
4.82,1.93,2.38,5.7,1.99,72.24,63.81,1.26,4.15,4.29,80.6,38.5,spoiled
4.82,1.93,2.38,5.7,1.96,72.24,64.47,1.26,4.21,4.27,80.6,38.5,spoiled
4.8,1.93,2.39,5.7,1.92,73.64,65.15,1.23,4.27,4.27,80.6,38.5,spoiled
