MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Humidity,Temperature,label
4.57,1.77,2.38,5.12,1.5,75.83,65.15,1.27,5.75,5.47,83.8,38.8,spoiled
4.61,1.79,2.38,5.1,1.5,75.83,66.53,1.28,6.72,5.52,83.9,38.8,spoiled
4.61,1.81,2.39,5.1,1.52,73.64,63.16,1.31,6.94,4.8,83.7,38.8,spoiled
4.63,1.78,2.39,5.12,1.48,75.83,65.83,1.28,7.95,4.8,83.9,38.8,spoiled
4.59,1.78,2.39,5.12,1.49,73.64,63.81,1.29,8.74,5.02,83.9,38.8,spoiled
4.61,1.82,2.39,5.14,1.5,75.09,63.81,1.31,9.64,4.82,83.9,38.8,spoiled
4.61,1.81,2.41,5.14,1.48,72.94,65.15,1.31,10.71,4.76,83.8,38.8,spoiled
4.65,1.78,2.38,5.12,1.5,75.83,65.15,1.31,11.49,4.76,83.8,38.8,spoiled
5.02,1.81,2.39,5.16,1.48,75.83,65.83,1.29,12.29,4.72,83.9,38.8,spoiled
4.63,1.81,2.39,5.19,1.48,75.09,65.83,1.31,12.15,4.7,83.8,38.7,spoiled
4.61,1.82,2.41,5.14,1.5,73.64,65.83,1.31,12.05,4.76,83.9,38.8,spoiled
4.65,1.82,2.39,5.19,1.5,73.64,65.83,1.31,12.05,4.65,84.0,38.8,spoiled
4.61,1.81,2.41,5.14,1.49,73.64,64.47,1.32,11.72,4.67,84.0,38.7,spoiled
4.65,1.79,2.39,5.14,1.5,75.83,65.15,1.31,10.75,4.67,84.0,38.8,spoiled
4.44,1.64,2.23,4.94,1.36,74.36,64.47,1.16,7.37,4.53,84.0,38.8,spoiled
4.44,1.64,2.23,4.92,1.38,72.94,64.47,1.16,7.31,4.35,84.2,38.7,spoiled
4.46,1.66,2.24,4.96,1.38,75.09,65.83,1.15,6.51,4.33,84.0,38.7,spoiled
4.46,1.66,2.26,4.99,1.38,72.24,65.15,1.17,5.7,4.39,84.2,38.7,spoiled
4.48,1.68,2.24,4.99,1.37,72.24,65.83,1.16,6.3,4.13,84.4,38.7,spoiled
4.46,1.64,2.26,4.99,1.39,72.94,63.81,1.2,7.2,4.33,84.4,38.7,spoiled
4.46,1.67,2.24,4.96,1.37,74.36,65.83,1.17,7.92,4.03,84.2,38.5,spoiled
4.46,1.7,2.24,4.96,1.38,73.64,63.16,1.17,8.6,4.31,84.3,38.7,spoiled
4.48,1.68,2.26,4.99,1.37,73.64,65.15,1.2,9.67,4.15,84.1,38.7,spoiled
4.4,1.67,2.26,4.96,1.38,72.24,65.83,1.17,10.5,4.27,84.1,38.7,spoiled
4.4,1.7,2.24,4.99,1.39,73.64,65.15,1.18,10.38,4.37,84.1,38.7,spoiled
4.44,1.7,2.27,4.99,1.37,72.94,64.47,1.2,9.83,4.31,84.2,38.7,spoiled
4.42,1.67,2.24,4.96,1.37,74.36,66.53,1.18,10.02,4.15,84.5,38.7,spoiled
4.34,1.71,2.24,4.96,1.38,72.94,65.83,1.18,10.06,4.17,84.4,38.9,spoiled
4.32,1.68,2.24,4.96,1.39,73.64,65.83,1.16,9.6,4.61,84.4,38.7,spoiled
4.32,1.68,2.27,4.99,1.39,72.24,63.81,1.18,10.54,4.13,84.5,38.7,spoiled
4.34,1.66,2.26,4.96,1.39,72.94,64.47,1.2,10.3,4.17,84.5,38.7,spoiled
4.32,1.68,2.24,4.94,1.37,72.94,65.83,1.17,10.1,4.51,84.7,38.7,spoiled
4.28,1.68,2.26,4.96,1.38,72.24,64.47,1.2,10.79,4.07,84.6,38.7,spoiled
4.3,1.67,2.07,4.96,1.38,72.24,65.15,1.2,11.72,4.49,84.7,38.7,spoiled
4.34,1.68,2.27,5.03,1.37,72.24,64.47,1.21,12.79,4.51,84.6,38.7,spoiled
4.34,1.71,2.27,5.05,1.38,72.24,64.47,1.2,13.42,4.7,84.7,38.7,spoiled
4.3,1.68,2.26,5.05,1.41,72.24,64.47,1.2,14.85,4.55,84.8,38.7,spoiled
4.36,1.7,2.24,5.05,1.42,72.94,67.25,1.18,15.6,4.74,85.0,38.6,spoiled
4.34,1.74,2.27,5.07,1.43,72.24,65.83,1.18,15.47,4.55,85.2,38.7,spoiled
4.36,1.74,2.27,5.12,1.42,73.64,65.83,1.18,15.66,4.23,85.1,38.7,spoiled
4.38,1.71,2.27,5.12,1.41,70.89,64.47,1.2,15.73,4.51,84.8,38.7,spoiled
4.38,1.72,2.29,5.07,1.43,71.56,66.53,1.17,15.86,4.53,84.9,38.7,spoiled
4.38,1.71,2.27,5.07,1.42,72.24,65.15,1.21,16.12,4.29,85.1,38.6,spoiled
4.34,1.71,2.27,5.1,1.42,72.24,65.15,1.18,16.06,4.61,85.4,38.6,spoiled
4.36,1.75,2.27,5.07,1.43,73.64,65.15,1.2,15.15,4.61,84.8,37.9,spoiled
4.4,1.72,2.3,5.1,1.42,73.64,66.53,1.18,14.49,4.72,85.3,38.6,spoiled
4.36,1.72,2.29,5.07,1.42,72.24,64.47,1.21,14.55,4.7,85.3,38.7,spoiled
4.4,1.72,2.3,5.12,1.41,74.36,66.53,1.2,14.37,4.59,85.1,38.6,spoiled
4.36,1.72,2.3,5.12,1.41,73.64,66.53,1.21,14.67,4.7,85.1,38.6,spoiled
4.4,1.77,2.3,5.12,1.41,74.36,67.25,1.18,14.91,4.76,85.2,38.6,spoiled
4.4,1.72,2.3,5.14,1.41,74.36,66.53,1.22,15.15,4.72,85.4,38.7,spoiled
4.36,1.75,2.3,5.07,1.42,73.64,65.15,1.18,15.15,4.67,85.3,38.8,spoiled
4.4,1.74,2.3,4.88,1.4,73.64,64.47,1.24,8.2,4.65,85.3,38.7,spoiled
4.36,1.72,2.29,4.9,1.41,72.94,63.81,1.22,6.15,4.59,85.4,38.7,spoiled
4.36,1.72,2.32,5.03,1.4,72.94,65.15,1.23,4.91,4.59,85.1,38.4,spoiled
4.34,1.74,2.32,5.01,1.41,73.64,65.15,1.22,5.49,4.49,85.0,38.7,spoiled
4.36,1.78,2.32,5.03,1.43,73.64,65.15,1.22,6.51,4.65,85.1,38.7,spoiled
4.34,1.77,2.29,5.07,1.41,72.94,65.83,1.24,7.67,4.57,84.9,38.7,spoiled
4.36,1.77,2.32,5.07,1.41,72.24,65.15,1.26,8.63,4.45,85.0,38.7,spoiled
4.36,1.78,2.33,4.86,1.43,74.36,65.83,1.26,4.67,4.45,85.1,38.7,spoiled
4.32,1.75,2.32,4.96,1.42,73.64,66.53,1.24,4.82,4.35,85.0,38.7,spoiled
4.34,1.78,2.33,5.01,1.45,74.36,65.15,1.26,6.02,4.57,85.1,38.6,spoiled
4.34,1.81,2.35,5.1,1.46,75.83,67.25,1.26,6.67,4.33,85.1,38.7,spoiled
4.42,1.81,2.35,5.07,1.46,72.94,65.83,1.28,6.94,4.23,84.8,38.7,spoiled
4.46,1.83,2.36,5.16,1.48,72.94,65.83,1.28,7.4,4.15,84.6,38.7,spoiled
4.5,1.86,2.36,5.16,1.49,72.24,66.53,1.27,8.98,4.09,84.2,38.7,spoiled
4.46,1.83,2.38,5.19,1.49,72.24,65.15,1.28,10.34,4.09,84.4,38.7,spoiled
4.52,1.87,2.38,5.16,1.5,72.24,63.81,1.27,11.49,4.07,84.9,38.7,spoiled
4.54,1.9,2.38,5.16,1.51,73.64,64.47,1.29,9.27,4.15,84.8,38.7,spoiled
4.52,1.9,2.41,5.23,1.51,74.36,66.53,1.31,10.3,4.17,84.8,38.7,spoiled
4.52,1.89,2.41,5.3,1.51,74.36,65.83,1.32,11.72,4.13,84.8,38.7,spoiled
4.54,1.89,2.42,5.25,1.51,74.36,67.25,1.32,12.49,4.17,84.7,38.7,spoiled
4.54,1.87,2.42,5.28,1.51,72.24,65.83,1.31,13.0,4.21,84.7,38.8,spoiled
4.57,1.89,2.41,5.23,1.54,72.94,65.15,1.31,13.15,4.19,85.0,38.8,spoiled
4.57,1.92,2.44,5.32,1.51,73.64,65.15,1.79,13.36,4.23,84.9,38.8,spoiled
4.61,1.89,2.44,5.34,1.51,73.64,65.83,1.35,12.84,4.25,85.5,39.1,spoiled
4.61,1.92,2.45,5.3,1.54,74.36,65.83,1.35,13.15,4.23,84.8,38.8,spoiled
4.59,1.93,2.45,5.32,1.54,73.64,65.15,1.35,13.53,4.23,85.1,38.8,spoiled
4.59,1.92,2.47,5.32,1.54,72.94,65.15,1.37,14.14,4.25,85.1,38.8,spoiled
4.59,1.96,2.48,5.34,1.56,74.36,66.53,1.37,14.61,4.25,85.1,38.8,spoiled
4.65,1.96,2.5,5.41,1.56,72.94,65.15,1.38,15.22,4.27,85.0,38.8,spoiled
4.65,2.0,2.51,5.46,1.57,72.94,66.53,1.39,15.92,4.31,84.6,38.8,spoiled
4.65,1.98,2.5,5.41,1.56,72.94,65.15,1.39,16.46,4.35,85.6,39.0,spoiled
4.69,2.01,2.51,5.41,1.6,72.24,65.15,1.38,16.6,4.37,84.8,38.8,spoiled
4.73,2.03,2.54,5.46,1.59,74.36,65.83,1.4,16.4,4.39,84.8,38.8,spoiled
4.69,2.03,2.51,5.44,1.58,73.64,66.53,1.4,16.4,4.35,84.7,38.8,spoiled
4.71,2.04,2.51,5.46,1.62,74.36,67.25,1.4,16.4,4.33,85.0,38.8,spoiled
4.75,2.07,2.54,5.53,1.6,74.36,67.25,1.43,16.46,4.33,84.7,38.8,spoiled
4.73,2.04,2.53,5.41,1.62,74.36,65.15,1.42,12.0,4.35,84.4,38.8,spoiled
4.71,2.04,2.51,5.34,1.63,75.83,65.15,1.42,8.84,4.37,85.4,39.1,spoiled
4.73,2.04,2.51,5.34,1.62,73.64,65.15,1.4,10.67,4.35,84.9,38.8,spoiled
4.73,2.0,2.53,5.34,1.63,74.36,67.25,1.42,9.38,4.31,84.8,38.8,spoiled
4.71,2.04,2.53,5.37,1.62,72.94,65.15,1.43,11.23,4.33,84.8,38.8,spoiled
4.75,2.06,2.54,5.44,1.6,75.83,65.15,1.43,12.34,4.39,85.0,38.8,spoiled
4.67,2.07,2.53,5.41,1.59,74.36,65.15,1.4,13.05,4.33,84.7,38.8,spoiled
4.71,2.03,2.53,5.41,1.59,73.64,65.83,1.1,14.08,4.35,84.7,38.9,spoiled
4.73,2.07,2.54,5.41,1.6,72.94,65.15,1.42,14.67,4.37,83.9,37.8,spoiled
4.75,2.06,2.53,5.39,1.6,73.64,65.15,1.42,10.75,4.39,84.5,38.9,spoiled
4.73,2.06,2.54,5.46,1.62,74.36,65.15,1.43,12.05,4.41,84.5,38.9,spoiled
4.73,2.06,2.54,5.44,1.6,74.36,65.15,1.42,13.21,4.43,84.6,38.9,spoiled
4.75,2.04,2.56,5.46,1.62,75.09,67.25,1.45,13.97,4.43,84.5,38.9,spoiled
4.67,2.01,2.54,5.44,1.6,72.94,66.53,1.43,13.15,4.43,84.8,38.9,spoiled
4.73,2.04,2.53,5.34,1.62,74.36,67.25,1.43,13.0,4.37,85.7,39.0,spoiled
4.71,2.03,2.56,5.44,1.64,72.94,65.15,1.44,13.42,4.45,85.7,39.0,spoiled
4.71,2.07,2.56,5.48,1.65,72.94,65.15,1.44,14.08,4.39,85.9,39.0,spoiled
4.75,2.06,2.58,5.51,1.65,73.64,65.15,1.43,14.91,4.41,85.8,39.0,spoiled
4.73,2.06,2.58,5.51,1.64,75.09,65.83,1.47,13.47,4.41,85.2,38.9,spoiled
4.75,2.06,2.59,5.41,1.66,75.09,67.25,1.5,11.58,4.47,85.3,38.9,spoiled
4.71,2.03,2.59,5.41,1.66,75.09,65.83,1.45,12.79,4.39,85.3,38.9,spoiled
4.75,2.07,2.59,5.28,1.64,75.83,67.25,1.49,10.14,4.45,85.5,38.9,spoiled
4.73,2.1,2.61,5.48,1.66,73.64,67.25,1.5,10.92,4.47,85.3,38.6,spoiled
4.8,2.13,2.65,5.53,1.67,76.58,65.83,1.52,11.81,4.51,85.3,38.9,spoiled
4.82,2.13,2.67,5.53,1.71,75.09,68.71,1.56,12.59,4.55,85.1,38.9,spoiled
4.84,2.18,2.72,5.58,1.76,74.36,68.71,1.59,13.31,4.63,85.3,38.9,spoiled
4.44,1.85,2.38,4.99,1.45,72.94,65.83,1.29,13.1,4.19,86.0,39.1,spoiled
4.34,1.74,2.27,5.1,1.39,72.94,65.83,1.18,12.34,4.15,85.3,38.9,spoiled
4.36,1.71,2.24,5.03,1.4,73.64,63.81,1.2,13.36,4.15,85.2,38.9,spoiled
4.3,1.74,2.26,5.05,1.38,71.56,65.83,1.18,14.08,4.15,85.2,38.7,spoiled
4.3,1.71,2.24,5.03,1.38,71.56,63.81,1.17,14.43,4.11,85.2,38.9,spoiled
4.28,1.71,2.24,5.01,1.36,73.64,65.15,1.15,12.39,4.09,85.1,38.9,spoiled
4.3,1.7,2.24,5.03,1.34,70.89,63.81,1.16,11.4,4.11,84.9,38.9,spoiled
4.32,1.7,2.23,5.05,1.34,70.89,63.16,1.16,12.24,4.09,84.9,38.9,spoiled
4.28,1.7,2.24,5.03,1.38,72.94,65.15,1.15,13.1,4.15,84.9,38.9,spoiled
4.34,1.7,2.23,5.05,1.34,70.89,63.81,1.15,13.91,4.19,84.8,38.9,spoiled
4.28,1.7,2.22,4.99,1.36,72.94,64.47,1.16,12.05,4.35,84.9,38.0,spoiled
4.26,1.68,2.23,5.03,1.37,72.94,64.47,1.16,13.05,4.19,85.1,38.9,spoiled
4.26,1.7,2.24,5.01,1.37,73.64,63.81,1.17,12.39,4.11,85.0,38.9,spoiled
4.28,1.71,2.23,5.03,1.35,70.89,63.16,1.16,11.81,4.05,84.9,38.9,spoiled
4.26,1.68,2.23,4.99,1.36,72.94,65.83,1.16,12.89,4.07,84.9,38.9,spoiled
4.26,1.67,2.23,4.99,1.35,72.94,65.15,1.14,11.91,4.09,84.9,38.9,spoiled
4.28,1.68,2.22,4.9,1.38,72.24,65.15,1.14,12.94,4.07,84.9,38.9,spoiled
4.28,1.71,2.22,4.96,1.36,71.56,64.47,1.15,13.0,4.03,85.2,39.0,spoiled
4.26,1.7,2.23,5.01,1.34,72.94,65.83,1.16,12.44,4.03,84.7,38.9,spoiled
4.24,1.68,2.23,4.96,1.36,71.56,65.83,1.17,12.39,4.01,84.8,38.9,spoiled
4.24,1.66,2.23,5.03,1.34,72.94,64.47,1.16,10.46,4.05,84.9,38.9,spoiled
4.24,1.66,2.23,5.01,1.34,70.89,63.81,1.15,10.92,4.07,84.8,38.9,spoiled
4.22,1.67,2.23,4.99,1.34,70.89,65.15,1.14,11.36,4.07,84.9,38.9,spoiled
4.24,1.64,2.22,4.96,1.34,70.89,63.16,1.15,8.77,4.03,85.1,38.9,spoiled
4.22,1.66,2.22,4.94,1.36,72.94,65.83,1.15,9.98,4.03,84.9,38.9,spoiled
4.24,1.66,2.22,4.92,1.36,72.94,65.15,1.14,11.05,4.07,84.9,38.9,spoiled
4.24,1.68,2.23,4.96,1.34,70.89,63.16,1.16,11.77,4.03,84.9,38.9,spoiled
4.26,1.68,2.22,4.94,1.34,71.56,63.81,1.16,12.1,4.05,85.2,39.1,spoiled
4.22,1.66,2.23,4.99,1.34,71.56,63.16,1.15,13.15,4.09,84.6,38.9,spoiled
4.26,1.67,2.22,4.94,1.36,70.23,64.47,1.14,13.05,4.09,84.8,38.9,spoiled
4.26,1.67,2.2,4.96,1.35,70.23,63.81,1.12,14.14,4.11,84.8,38.6,spoiled
4.26,1.67,2.22,4.96,1.35,69.59,62.53,1.14,14.2,4.13,84.7,38.9,spoiled
4.28,1.7,2.23,5.01,1.34,71.56,63.16,1.14,14.31,4.09,84.8,38.9,spoiled
4.22,1.66,2.23,4.99,1.35,71.56,64.47,1.15,14.43,4.09,84.9,38.9,spoiled
4.26,1.67,2.22,4.94,1.36,70.23,62.53,1.16,14.55,4.07,84.9,38.9,spoiled
4.24,1.67,2.22,4.94,1.36,70.89,62.53,1.15,14.61,4.03,84.9,38.9,spoiled
4.26,1.68,2.22,4.96,1.35,70.89,63.81,1.03,13.91,4.03,85.0,38.9,spoiled
4.22,1.67,2.23,4.96,1.34,72.24,65.15,1.14,14.43,4.05,84.9,38.2,spoiled
4.24,1.68,2.23,4.96,1.34,70.23,65.15,1.14,13.97,4.05,84.9,38.9,spoiled
4.26,1.66,2.22,4.96,1.34,70.89,65.15,1.12,14.79,4.13,85.6,39.0,spoiled
4.26,1.67,2.22,4.96,1.35,70.89,63.81,1.15,15.09,4.13,85.4,39.0,spoiled
4.22,1.67,2.22,4.99,1.35,71.56,65.83,1.12,14.43,4.11,85.3,39.0,spoiled
4.22,1.66,2.23,4.92,1.35,72.24,64.47,1.16,15.22,4.09,85.4,39.0,spoiled
3.93,1.67,2.19,4.99,1.35,71.56,65.15,1.14,15.86,4.13,84.6,38.9,spoiled
4.22,1.64,2.22,4.92,1.36,71.56,65.15,1.16,16.26,4.11,84.7,38.9,spoiled
4.22,1.66,2.23,4.96,1.35,70.23,65.15,1.14,16.4,4.11,85.4,39.0,spoiled
4.22,1.66,2.23,4.94,1.35,72.94,65.15,1.16,16.67,4.11,85.4,39.0,spoiled
4.24,1.67,2.22,4.94,1.34,70.89,63.16,1.15,16.88,4.23,84.8,38.9,spoiled
4.2,1.64,2.22,4.94,1.34,71.56,65.83,1.12,17.1,4.74,84.8,38.9,spoiled
4.22,1.66,2.22,4.81,1.35,74.36,65.83,1.14,4.93,4.63,84.7,38.9,spoiled
4.22,1.66,2.22,4.86,1.32,72.94,65.83,1.14,6.4,4.63,84.7,38.9,spoiled
4.18,1.66,2.22,4.88,1.35,73.64,66.53,1.14,7.31,4.65,84.6,38.9,spoiled
4.22,1.62,2.2,4.86,1.34,71.56,65.15,1.12,7.92,4.63,84.6,38.9,spoiled
4.22,1.62,2.2,4.86,1.35,72.94,64.47,1.15,8.95,4.55,84.8,38.9,spoiled
4.2,1.66,2.2,4.88,1.32,70.89,64.47,1.15,9.86,4.59,85.5,39.0,spoiled
4.18,1.63,2.2,4.86,1.35,70.89,63.81,1.11,10.84,4.65,84.8,38.9,spoiled
4.18,1.62,2.22,4.86,1.35,71.56,63.81,1.15,10.5,4.67,85.4,39.0,spoiled
4.2,1.63,2.2,4.9,1.34,71.56,65.83,1.14,10.88,4.61,84.6,38.7,spoiled
4.2,1.62,2.19,4.88,1.35,72.94,66.53,1.12,11.49,4.65,85.3,39.0,spoiled
4.18,1.66,2.22,4.9,1.35,71.56,65.83,1.14,12.15,4.63,85.2,39.0,spoiled
4.24,1.64,2.2,4.9,1.34,71.56,65.83,1.12,12.89,4.65,85.1,39.0,spoiled
4.24,1.67,2.2,4.9,1.32,71.56,63.81,1.12,13.42,4.63,85.2,39.0,spoiled
4.22,1.66,2.2,4.94,1.31,73.64,65.15,1.12,14.03,4.63,85.3,39.0,spoiled
4.22,1.63,2.19,4.9,1.35,73.64,65.15,1.14,14.03,4.65,85.2,39.0,spoiled
4.2,1.62,2.2,4.92,1.35,72.94,63.81,1.11,14.79,4.7,85.2,39.1,spoiled
4.22,1.64,2.22,4.92,1.35,73.64,64.47,1.11,15.22,4.65,85.3,39.0,spoiled
4.18,1.64,2.19,4.88,1.34,75.09,65.83,1.11,9.38,4.41,85.3,39.0,spoiled
4.2,1.63,2.2,4.9,1.35,74.36,65.83,1.14,10.88,4.51,85.2,39.4,spoiled
4.22,1.66,2.2,4.94,1.32,73.64,65.83,1.14,12.24,4.51,85.2,39.0,spoiled
4.2,1.64,2.19,4.9,1.35,74.36,65.83,1.14,13.21,4.55,85.1,39.0,spoiled
4.18,1.63,2.24,4.92,1.35,72.24,63.81,1.1,14.08,4.57,85.0,39.0,spoiled
4.24,1.66,2.19,4.9,1.35,72.24,65.15,1.12,14.73,4.59,84.9,39.0,spoiled
4.24,1.62,2.17,4.9,1.35,72.24,63.81,1.12,15.34,4.59,85.0,39.0,spoiled
4.24,1.62,2.2,4.96,1.32,72.24,65.15,1.1,15.99,4.59,85.1,39.0,spoiled
4.2,1.63,2.19,4.88,1.34,72.94,64.47,1.14,15.53,4.57,85.0,39.0,spoiled
4.18,1.63,2.19,4.9,1.34,70.89,65.15,1.1,15.53,4.57,85.1,39.0,spoiled
4.22,1.62,2.19,4.88,1.34,72.94,63.81,1.11,13.75,4.57,85.1,39.0,spoiled
4.2,1.64,2.19,4.9,1.32,72.94,65.83,1.09,13.8,4.55,85.1,39.0,spoiled
4.18,1.63,2.2,4.92,1.32,72.24,65.83,1.12,14.67,4.57,85.0,39.0,spoiled
4.18,1.63,2.19,4.92,1.32,74.36,65.83,1.11,15.28,4.53,85.0,39.0,spoiled
4.24,1.62,2.17,4.88,1.32,73.64,65.15,1.1,15.41,4.57,85.1,39.0,spoiled
4.2,1.66,2.19,4.88,1.32,72.24,65.15,1.1,15.41,4.51,85.0,39.1,spoiled
4.2,1.63,2.19,4.86,1.34,73.64,64.47,1.12,13.21,4.45,84.9,39.0,spoiled
4.24,1.59,2.2,4.92,1.32,73.64,65.83,1.12,13.64,4.49,84.8,39.0,spoiled
4.22,1.64,2.2,4.9,1.31,72.94,65.15,1.09,14.08,4.43,84.1,38.9,spoiled
4.2,1.64,2.2,4.9,1.31,74.36,67.25,1.14,14.49,4.43,84.9,39.1,spoiled
4.2,1.62,2.2,4.79,1.34,73.64,66.53,1.12,8.84,4.49,84.8,39.0,spoiled
4.2,1.63,2.17,4.84,1.32,72.24,63.81,1.14,10.42,4.51,84.8,39.0,spoiled
4.18,1.62,2.19,4.84,1.34,74.36,64.47,1.12,11.01,4.53,84.8,39.0,spoiled
4.18,1.62,2.19,4.88,1.32,72.94,63.81,1.12,12.15,4.53,84.8,39.1,spoiled
4.22,1.66,2.19,4.86,1.34,72.24,63.81,1.08,13.0,4.53,84.8,39.1,spoiled
4.18,1.62,2.2,4.88,1.31,72.94,63.81,1.1,13.8,4.55,84.7,39.1,spoiled
4.24,1.61,2.17,4.88,1.31,72.24,63.81,1.1,14.08,4.55,84.7,39.1,spoiled
4.22,1.62,2.2,4.88,1.32,73.64,64.47,1.12,14.67,4.55,84.7,39.1,spoiled
4.24,1.63,2.16,4.86,1.34,73.64,66.53,1.11,15.03,4.51,84.6,39.1,spoiled
4.2,1.62,2.17,4.86,1.32,72.94,63.81,1.12,15.41,4.55,84.7,39.1,spoiled
4.22,1.63,2.17,4.86,1.32,73.64,65.83,1.11,15.73,4.51,84.6,39.1,spoiled
4.18,1.61,2.14,5.07,1.31,72.94,63.81,1.11,15.99,4.57,84.6,39.1,spoiled
4.24,1.62,2.17,4.84,1.34,72.24,65.83,1.11,16.19,4.53,84.5,39.1,spoiled
4.22,1.61,2.17,4.88,1.3,72.24,65.83,1.14,15.92,4.51,84.5,39.1,spoiled
4.2,1.62,2.19,4.88,1.31,74.36,66.53,1.14,15.34,4.67,84.5,39.1,spoiled
4.26,1.62,2.19,4.84,1.32,72.24,65.15,1.11,14.79,4.51,84.5,39.1,spoiled
4.24,1.62,2.17,4.88,1.31,72.24,65.15,1.09,14.37,4.55,84.3,39.1,spoiled
4.18,1.63,2.19,4.9,1.31,74.36,65.83,1.12,13.69,4.51,83.9,39.1,spoiled
4.24,1.64,2.17,4.86,1.34,70.89,64.47,1.11,13.86,4.51,84.0,39.1,spoiled
4.22,1.64,2.2,4.92,1.31,72.24,64.47,1.14,13.53,4.51,84.0,39.1,spoiled
4.2,1.63,2.2,4.88,1.34,74.36,66.53,1.14,13.53,4.51,83.9,39.1,spoiled
4.22,1.63,2.19,4.9,1.35,101.04,65.83,1.1,13.69,4.53,84.0,39.1,spoiled
4.24,1.62,2.17,4.9,1.34,72.94,64.47,1.11,13.75,4.55,83.9,39.2,spoiled
4.2,1.63,2.17,4.9,1.36,72.24,63.81,1.1,14.08,4.55,84.0,39.1,spoiled
4.2,1.62,2.17,4.9,1.32,72.24,63.81,1.1,14.37,4.55,84.1,39.1,spoiled
4.24,1.64,2.2,4.94,1.32,73.64,65.83,1.12,14.55,4.55,83.5,38.9,spoiled
4.24,1.66,2.17,4.9,1.35,74.36,63.81,1.1,14.91,4.53,84.2,39.1,spoiled
4.2,1.62,2.19,4.86,1.35,72.94,63.81,1.12,12.34,4.57,84.1,39.1,spoiled
4.18,1.64,2.17,4.79,1.34,74.36,65.15,1.14,4.45,4.51,84.3,39.1,spoiled
4.2,1.62,2.17,4.81,1.31,72.24,65.15,1.11,5.77,4.47,84.3,39.1,spoiled
4.16,1.63,2.17,4.81,1.34,70.89,64.47,1.11,7.17,4.49,84.4,39.1,spoiled
4.16,1.64,2.17,4.84,1.32,70.23,63.81,1.11,7.06,4.53,84.5,39.0,spoiled
4.2,1.63,2.19,4.88,1.34,71.56,64.47,1.1,8.3,4.53,84.5,39.1,spoiled
4.18,1.63,2.17,4.88,1.31,71.56,66.53,1.14,9.16,4.55,84.5,39.1,spoiled
4.16,1.62,2.2,4.88,1.32,72.94,65.83,1.14,9.98,4.51,84.6,39.1,spoiled
4.14,1.62,2.2,4.81,1.31,72.24,65.15,1.1,5.33,4.51,84.7,39.1,spoiled
4.14,1.63,2.19,4.81,1.34,70.89,65.15,1.1,7.06,4.53,84.5,39.0,spoiled
4.14,1.62,2.19,4.88,1.32,72.94,64.47,1.14,8.33,4.51,84.6,39.1,spoiled
4.16,1.63,2.2,4.88,1.31,72.24,65.15,1.14,9.38,4.53,84.6,39.1,spoiled
4.18,1.63,2.17,4.86,1.34,70.89,66.53,1.1,10.38,4.51,84.5,39.2,spoiled
4.16,1.62,2.19,4.88,1.3,71.56,65.15,1.11,6.64,4.47,84.5,39.1,spoiled
4.16,1.45,2.19,4.86,1.31,70.23,63.81,1.12,8.53,4.47,84.5,39.1,spoiled
4.14,1.62,2.17,4.84,1.32,70.23,63.81,1.11,10.02,4.33,83.8,38.9,spoiled
4.16,1.63,2.17,4.88,1.32,71.56,65.15,1.1,11.23,4.33,84.5,39.1,spoiled
4.14,1.63,2.19,4.9,1.31,69.59,64.47,1.1,12.24,4.31,84.6,39.1,spoiled
4.14,1.62,2.19,4.86,1.34,71.56,63.81,1.1,12.94,4.33,84.6,39.1,spoiled
4.18,1.62,2.17,4.88,1.34,71.56,65.83,1.12,13.69,4.35,84.5,39.1,spoiled
4.18,1.63,2.17,4.9,1.35,69.59,66.53,1.12,14.2,4.33,84.6,39.1,spoiled
4.18,1.62,2.17,4.9,1.34,69.59,63.81,1.1,14.61,4.33,84.6,39.1,spoiled
4.16,1.62,2.19,4.9,1.35,70.23,66.53,1.14,14.97,4.33,83.8,38.7,spoiled
4.14,1.63,2.19,4.92,1.32,70.23,63.81,1.11,15.53,4.35,84.4,39.1,spoiled
4.16,1.64,2.19,4.96,1.31,70.23,65.83,1.14,15.66,4.31,84.4,39.1,spoiled
4.18,1.63,2.19,4.96,1.32,71.56,64.47,1.12,15.99,4.37,84.2,39.1,spoiled
4.18,1.64,2.19,4.96,1.32,69.59,64.47,1.14,16.33,4.35,84.2,39.1,spoiled
4.18,1.62,2.19,4.96,1.32,68.32,64.47,1.1,16.96,4.37,84.4,39.1,spoiled
4.16,1.66,2.19,4.99,1.3,68.32,63.81,1.09,17.39,4.35,84.5,39.1,spoiled
4.22,1.64,2.17,4.96,1.36,67.09,66.53,1.14,17.39,4.37,84.5,39.2,spoiled
4.18,1.66,2.19,4.99,1.32,68.95,64.47,1.12,17.25,4.35,84.5,39.1,spoiled
4.2,1.61,2.17,4.92,1.32,67.7,64.47,1.12,17.32,4.37,84.6,39.1,spoiled
4.2,1.63,2.17,4.92,1.34,59.98,63.81,1.09,17.39,4.37,84.6,39.1,spoiled
4.14,1.62,2.19,4.96,1.32,66.5,65.83,1.11,17.32,4.39,84.5,39.1,spoiled
4.2,1.63,2.17,4.92,1.34,68.32,66.53,1.11,16.96,4.35,84.4,39.2,spoiled
