MQ136,MQ137,MQ5,MQ8,Humidity,Temperature,Label
44.82,19.58,13.26,30.85,47.2,26.0,reject
45.12,20.1,13.35,30.9,46.9,26.0,reject
45.12,20.37,13.34,30.9,47.2,26.1,reject
44.82,19.93,13.53,31.05,46.7,26.0,reject
45.12,20.1,13.34,30.94,46.9,26.0,reject
44.82,20.28,13.29,30.92,47.2,26.0,reject
44.53,19.75,13.46,31.03,47.0,26.0,reject
44.82,19.33,13.28,30.8,47.1,26.0,reject
45.42,20.55,13.46,30.92,46.7,26.0,reject
44.53,19.67,13.47,30.73,46.7,26.0,reject
44.53,20.02,13.54,31.35,47.1,26.0,reject
45.12,20.28,13.37,30.91,46.9,26.0,reject
44.82,19.84,13.53,31.13,46.8,26.0,reject
45.42,20.02,13.28,30.77,47.2,26.0,reject
45.12,20.55,13.4,31.05,47.1,26.0,reject
44.82,20.1,13.65,31.21,46.8,26.0,reject
45.12,19.93,13.65,31.35,46.6,26.0,reject
44.24,19.67,13.4,31.06,47.3,26.0,reject
45.12,20.28,13.38,30.9,46.9,26.0,reject
45.42,20.28,13.4,30.94,46.8,26.0,reject
45.12,19.84,13.34,30.91,47.0,26.0,reject
45.42,20.93,13.59,31.33,47.1,26.1,reject
45.12,20.37,13.4,30.91,46.9,26.0,reject
45.42,20.93,13.59,31.14,46.7,26.0,reject
45.72,21.11,13.66,31.32,46.7,26.0,reject
45.12,20.28,13.34,30.91,47.1,26.1,reject
44.53,19.84,13.53,31.12,46.8,26.0,reject
45.12,19.93,13.34,30.9,47.0,26.0,reject
45.12,20.28,13.34,30.93,47.0,26.0,reject
45.12,20.74,13.53,31.19,47.2,26.0,reject
44.53,19.93,13.59,31.33,47.0,26.0,reject
44.82,20.37,13.59,31.36,47.2,26.0,reject
45.42,20.83,13.5,31.16,47.1,26.1,reject
44.53,19.49,13.27,30.89,47.3,26.1,reject
45.12,20.83,13.46,31.19,47.3,26.1,reject
44.82,19.67,13.22,30.89,47.4,26.1,reject
44.24,19.58,13.39,30.96,47.2,26.1,reject
44.82,20.1,13.26,30.88,47.3,26.0,reject
45.12,19.84,13.34,30.9,47.0,26.0,reject
44.82,20.28,13.34,30.9,47.3,26.1,reject
45.42,20.46,13.4,30.93,46.8,26.0,reject
44.82,19.93,13.65,31.34,46.8,26.0,reject
45.12,20.02,13.34,30.91,47.1,26.0,reject
45.42,20.55,13.46,30.97,46.7,26.0,reject
45.42,20.37,13.42,30.95,46.8,26.0,reject
45.42,20.74,13.51,31.13,46.7,26.0,reject
44.82,19.75,13.25,30.84,47.3,26.1,reject
44.82,19.75,13.28,30.9,47.2,26.0,reject
45.42,20.02,13.38,30.92,46.8,26.0,reject
45.12,20.28,13.4,30.95,46.9,26.0,reject
45.12,20.28,13.7,31.38,46.6,26.0,reject
44.53,19.41,13.21,30.72,47.4,26.0,reject
45.12,20.65,13.57,31.37,47.3,26.1,reject
45.12,19.84,13.28,30.88,47.1,26.0,reject
45.12,20.1,13.34,30.91,47.1,26.1,reject
44.53,19.84,13.52,31.14,47.0,26.0,reject
44.82,19.49,13.34,30.9,46.8,26.0,reject
44.82,19.58,13.23,30.9,47.3,26.0,reject
45.42,20.37,13.45,30.94,46.8,26.0,reject
44.82,19.75,13.59,31.32,47.0,26.0,reject
45.12,20.19,13.34,30.9,47.0,26.0,reject
44.53,19.33,13.23,30.81,47.3,26.0,reject
45.12,20.19,13.38,30.89,46.8,26.0,reject
45.12,20.28,13.37,30.95,47.1,26.1,reject
45.12,20.37,13.4,30.92,46.9,26.0,reject
45.12,20.28,13.34,30.95,47.2,26.0,reject
45.42,20.28,13.4,30.91,46.8,26.0,reject
45.12,20.65,13.42,31.13,47.2,26.1,reject
44.82,20.28,13.28,30.91,47.3,26.1,reject
44.53,19.58,13.46,31.06,46.9,26.0,reject
45.42,20.65,13.47,30.97,46.7,26.0,reject
45.12,20.02,13.34,30.9,47.1,26.0,reject
45.72,20.93,13.64,31.35,46.8,26.0,reject
44.53,19.75,13.46,31.05,47.1,26.1,reject
45.12,20.37,13.4,30.94,47.0,26.1,reject
45.12,19.67,13.34,30.93,46.7,26.0,reject
44.82,19.49,13.28,30.88,47.3,26.1,reject
45.12,20.02,13.34,30.91,47.1,26.0,reject
45.12,20.65,13.72,31.46,46.7,26.0,reject
44.82,19.49,13.26,30.84,47.2,26.0,reject
44.53,19.16,13.23,30.8,47.3,26.0,reject
44.82,19.67,13.22,30.86,47.3,26.0,reject
45.12,20.37,13.39,30.95,46.9,26.0,reject
45.42,20.46,13.46,31.05,46.8,26.0,reject
44.82,20.19,13.28,30.9,47.3,26.0,reject
45.12,19.75,13.34,30.91,46.8,26.0,reject
45.42,19.93,13.4,30.99,46.8,26.0,reject
45.12,20.02,13.66,31.35,46.7,26.0,reject
45.42,20.28,13.38,30.9,46.9,26.0,reject
44.82,20.1,13.28,30.9,47.4,26.1,reject
44.82,19.84,13.53,31.11,46.6,26.0,reject
44.82,20.1,13.28,30.9,47.1,26.0,reject
44.53,19.84,13.47,31.13,47.3,26.0,reject
44.24,19.58,13.39,30.97,47.2,26.1,reject
44.82,20.02,13.32,30.91,47.1,26.1,reject
45.12,20.65,13.71,31.36,47.0,26.1,reject
45.12,20.28,13.4,30.9,46.8,26.0,reject
45.12,20.65,13.59,31.34,47.2,26.0,reject
45.12,20.65,13.53,31.36,47.3,26.1,reject
44.53,20.02,13.52,31.32,47.3,26.1,reject
45.12,20.28,13.36,30.9,46.9,26.0,reject
45.42,20.83,13.57,31.3,47.1,26.1,reject
44.82,19.84,13.55,31.28,47.0,26.0,reject
44.53,19.84,13.53,31.13,46.9,26.0,reject
45.12,19.67,13.34,30.9,46.9,26.0,reject
43.95,19.75,13.45,31.11,47.0,26.0,reject
45.42,20.83,13.71,31.38,46.8,26.0,reject
44.82,20.1,13.29,30.9,47.1,26.0,reject
44.24,19.84,13.46,31.2,47.3,26.1,reject
44.82,20.02,13.59,31.16,46.6,26.0,reject
44.53,19.84,13.41,31.11,47.3,26.1,reject
45.12,20.28,13.45,30.91,46.8,26.0,reject
44.53,19.33,13.4,30.97,47.3,26.1,reject
45.12,20.28,13.34,30.91,47.1,26.0,reject
45.42,20.46,13.42,30.9,46.7,26.0,reject
45.42,20.28,13.42,30.96,46.8,26.0,reject
45.12,20.02,13.28,30.89,47.2,26.0,reject
44.82,19.41,13.46,30.95,46.8,26.0,reject
45.42,20.55,13.46,30.91,46.7,26.0,reject
44.82,19.93,13.24,30.88,47.3,26.0,reject
45.12,20.02,13.29,30.9,47.2,26.0,reject
44.82,20.02,13.56,31.19,46.6,26.0,reject
44.82,19.49,13.53,31.16,46.9,26.0,reject
45.12,20.28,13.34,30.9,47.2,26.1,reject
45.12,20.19,13.31,30.9,47.2,26.1,reject
44.82,20.1,13.28,30.79,47.2,26.0,reject
45.12,20.37,13.4,30.93,46.8,26.0,reject
45.12,20.02,13.69,31.35,46.6,26.0,reject
44.82,20.28,13.65,31.34,46.9,26.0,reject
45.42,20.93,13.77,31.49,46.6,26.0,reject
45.12,20.28,13.34,30.9,47.2,26.1,reject
45.12,20.19,13.34,30.89,47.1,26.0,reject
44.82,20.55,13.57,31.31,47.2,26.1,reject
44.53,19.24,13.32,30.89,47.2,26.0,reject
45.42,20.28,13.4,30.96,46.8,26.0,reject
45.12,20.28,13.4,30.96,46.8,26.0,reject
44.82,20.02,13.28,30.74,47.3,26.1,reject
44.82,19.75,13.27,30.9,47.4,26.1,reject
45.12,20.02,13.34,30.9,46.8,26.0,reject
45.12,20.28,13.34,30.92,47.1,26.0,reject
44.82,20.19,13.29,30.82,47.2,26.0,reject
44.82,19.84,13.65,31.32,46.8,26.0,reject
44.53,19.84,13.53,31.31,47.3,26.1,reject
44.53,19.93,13.47,31.12,47.1,26.1,reject
44.82,20.28,13.34,30.9,47.2,26.0,reject
44.82,19.49,13.47,31.13,47.1,26.0,reject
45.12,20.37,13.34,30.93,47.1,26.1,reject
45.12,20.37,13.4,30.92,46.9,26.0,reject
44.53,19.67,13.47,30.73,46.7,26.0,reject
44.82,19.75,13.25,30.88,47.2,26.0,reject
45.12,19.75,13.34,30.89,46.9,26.0,reject
45.42,20.83,13.7,31.47,46.8,26.0,reject
45.72,20.83,13.72,31.55,46.8,26.0,reject
44.82,19.58,13.24,30.74,47.2,26.0,reject
45.12,19.93,13.3,30.91,47.2,26.0,reject
44.82,20.37,13.56,31.35,47.3,26.1,reject
44.82,20.28,13.28,30.92,47.3,26.0,reject
44.82,19.41,13.34,30.89,46.9,26.0,reject
44.82,20.1,13.59,31.31,46.6,26.0,reject
44.82,20.1,13.59,31.3,46.6,26.0,reject
45.12,20.37,13.34,30.96,47.2,26.0,reject
45.42,20.46,13.46,30.97,46.8,26.0,reject
45.12,20.19,13.39,30.94,47.0,26.0,reject
45.12,19.84,13.34,30.9,47.0,26.0,reject
45.12,20.46,13.41,30.9,46.8,26.0,reject
45.72,21.11,13.71,31.35,46.7,26.0,reject
44.82,19.41,13.46,31.03,46.6,26.0,reject
45.12,20.1,13.28,30.9,47.3,26.0,reject
44.82,20.02,13.28,30.69,47.3,26.1,reject
44.53,20.02,13.53,31.16,47.2,26.1,reject
44.82,19.84,13.28,30.88,47.2,26.0,reject
44.82,19.93,13.28,30.9,47.4,26.1,reject
44.82,20.02,13.59,31.33,46.9,26.0,reject
45.12,20.19,13.33,30.9,47.1,26.0,reject
45.12,20.19,13.34,30.9,47.1,26.0,reject
44.82,20.74,13.53,31.36,47.3,26.1,reject
45.12,20.37,13.4,30.92,46.8,26.0,reject
45.12,20.1,13.72,31.36,46.6,26.0,reject
45.12,19.93,13.34,30.89,47.0,26.0,reject
45.42,20.55,13.44,31.11,46.9,26.0,reject
44.82,19.84,13.23,30.87,47.4,26.1,reject
44.53,19.67,13.41,31.08,47.1,26.1,reject
45.12,20.46,13.4,30.95,46.9,26.0,reject
44.82,19.41,13.28,30.8,47.3,26.1,reject
44.82,19.93,13.59,30.94,46.8,26.0,reject
45.42,20.19,13.4,30.92,46.8,26.0,reject
45.12,19.93,13.34,30.9,47.1,26.0,reject
44.82,19.67,13.34,30.9,47.0,26.0,reject
45.12,20.28,13.34,30.9,47.1,26.0,reject
44.82,20.55,13.61,31.36,47.2,26.0,reject
44.82,20.02,13.28,30.89,47.3,26.1,reject
44.82,19.67,13.28,30.81,47.1,26.0,reject
44.53,19.84,13.47,31.14,47.1,26.1,reject
45.12,20.37,13.4,30.91,46.8,26.0,reject
45.42,20.93,13.71,31.45,46.8,26.0,reject
45.12,19.93,13.33,30.9,47.2,26.1,reject
45.42,20.46,13.43,30.91,46.6,26.0,reject
44.53,19.16,13.34,30.9,47.2,26.0,reject
45.42,20.28,13.38,30.91,46.9,26.0,reject
45.12,20.02,13.34,30.9,47.0,26.0,reject
44.53,19.93,13.53,31.21,47.0,26.0,reject
45.42,20.83,13.59,31.33,47.1,26.0,reject
44.82,19.93,13.23,30.9,47.4,26.1,reject
44.24,19.75,13.4,31.07,47.3,26.0,reject
44.82,19.67,13.28,30.88,47.2,26.0,reject
45.12,20.1,13.4,30.96,46.9,26.0,reject
45.12,20.1,13.34,30.9,47.2,26.1,reject
44.82,19.84,13.34,30.91,46.9,26.0,reject
44.82,20.19,13.32,30.9,47.1,26.0,reject
44.82,19.41,13.4,30.9,46.8,26.0,reject
45.12,20.1,13.34,30.9,47.1,26.0,reject
44.53,19.93,13.58,31.13,46.7,26.0,reject
44.53,19.93,13.53,31.12,46.8,26.0,reject
44.24,19.93,13.46,31.19,47.2,26.0,reject
45.12,19.84,13.34,30.9,46.9,26.0,reject
44.82,19.58,13.34,30.9,46.9,26.0,reject
45.12,20.1,13.4,30.94,46.9,26.0,reject
45.12,20.02,13.32,30.9,47.1,26.0,reject
45.12,20.02,13.34,30.91,47.0,26.0,reject
45.42,20.65,13.47,30.95,46.7,26.0,reject
45.12,20.19,13.4,30.92,46.8,26.0,reject
44.82,19.33,13.4,30.96,46.9,26.0,reject
44.82,19.93,13.59,31.13,46.7,26.0,reject
45.12,20.37,13.61,31.37,47.0,26.0,reject
45.12,20.02,13.35,30.92,47.0,26.0,reject
44.82,19.58,13.28,30.79,47.2,26.1,reject
45.12,20.28,13.4,30.91,46.8,26.0,reject
44.82,19.84,13.59,31.36,47.1,26.0,reject
45.72,21.11,13.63,31.27,46.7,26.0,reject
45.12,20.1,13.66,31.36,46.6,26.0,reject
44.53,19.49,13.22,30.73,47.4,26.1,reject
44.82,19.58,13.28,30.87,47.1,26.0,reject
45.12,19.67,13.59,31.15,46.6,26.0,reject
44.53,19.84,13.44,31.12,47.2,26.0,reject
44.82,19.67,13.53,31.19,47.2,26.0,reject
44.82,19.67,13.31,30.87,47.1,26.0,reject
44.82,20.02,13.28,30.87,47.2,26.1,reject
45.12,20.55,13.71,31.37,46.8,26.0,reject
44.53,19.58,13.46,31.07,46.9,26.0,reject
44.82,19.67,13.59,31.3,46.9,26.0,reject
44.53,19.67,13.48,31.12,46.9,26.0,reject
45.12,20.65,13.59,31.34,47.1,26.0,reject
44.82,19.93,13.32,30.88,47.1,26.1,reject
44.82,20.19,13.28,30.9,47.3,26.1,reject
45.12,20.1,13.34,30.9,47.1,26.0,reject
45.12,20.28,13.39,30.91,46.8,26.0,reject
44.82,20.19,13.28,30.9,47.3,26.0,reject
44.82,19.24,13.34,30.9,47.0,26.0,reject
44.53,19.33,13.24,30.85,47.2,26.1,reject
45.42,20.46,13.46,31.09,46.8,26.0,reject
45.12,20.28,13.4,30.9,46.8,26.0,reject
45.12,20.74,13.46,31.21,47.3,26.1,reject
45.12,20.83,13.59,31.35,47.1,26.0,reject
45.42,20.1,13.4,30.94,46.8,26.0,reject
44.24,19.75,13.46,31.11,47.2,26.0,reject
44.82,20.02,13.28,30.9,47.2,26.0,reject
44.24,19.49,13.34,30.9,47.2,26.0,reject
44.82,19.33,13.47,30.92,46.8,26.0,reject
45.12,19.67,13.34,30.9,46.9,26.0,reject
45.12,20.28,13.34,30.91,47.1,26.0,reject
45.12,20.19,13.4,30.93,46.9,26.0,reject
44.82,20.1,13.33,30.9,47.1,26.0,reject
44.82,19.33,13.34,30.95,47.2,26.1,reject
44.82,19.84,13.53,30.84,46.7,26.0,reject
45.42,20.83,13.68,31.43,47.0,26.1,reject
45.42,20.1,13.4,30.96,46.8,26.0,reject
45.12,20.65,13.4,31.13,47.3,26.0,reject
45.12,20.37,13.4,30.9,46.8,26.0,reject
45.12,20.46,13.4,30.91,46.8,26.0,reject
44.53,19.58,13.44,30.94,46.9,26.0,reject
44.82,19.49,13.3,30.89,47.1,26.1,reject
44.82,19.84,13.22,30.81,47.4,26.1,reject
45.12,20.65,13.67,31.36,47.0,26.1,reject
45.12,19.93,13.34,30.9,47.0,26.0,reject
45.12,20.1,13.4,30.9,46.9,26.0,reject
44.82,20.37,13.65,31.36,47.0,26.0,reject
44.82,20.02,13.59,31.34,47.0,26.0,reject
44.82,19.75,13.53,31.25,47.3,26.1,reject
44.82,20.19,13.28,30.9,47.3,26.0,reject
45.42,20.65,13.72,31.44,46.7,26.0,reject
45.12,20.19,13.39,30.92,46.9,26.0,reject
44.82,19.41,13.28,30.84,47.1,26.1,reject
45.72,21.11,13.72,31.44,46.8,26.0,reject
44.53,19.16,13.28,30.87,47.3,26.0,reject
44.82,19.58,13.34,30.89,47.1,26.0,reject
45.12,20.37,13.4,30.91,46.8,26.0,reject
45.12,20.28,13.34,30.9,46.9,26.0,reject
45.12,19.93,13.65,31.35,46.8,26.0,reject
44.82,19.67,13.28,30.9,47.3,26.0,reject
45.12,20.19,13.34,30.91,46.9,26.0,reject
45.12,20.19,13.34,30.91,47.1,26.0,reject
44.53,19.84,13.5,31.13,46.9,26.0,reject
44.82,19.84,13.28,30.89,47.3,26.0,reject
44.82,19.67,13.28,30.9,47.2,26.0,reject
44.82,20.28,13.29,30.93,47.3,26.1,reject
45.12,20.1,13.36,30.92,46.9,26.0,reject
45.12,20.19,13.34,30.9,47.0,26.0,reject
45.12,20.55,13.46,30.96,46.8,26.0,reject
44.82,19.41,13.46,31.07,47.1,26.0,reject
44.82,19.49,13.28,30.82,47.1,26.0,reject
44.82,19.49,13.52,31.09,46.7,26.0,reject
44.24,19.49,13.39,30.91,47.1,26.1,reject
44.82,19.75,13.59,31.3,47.1,26.0,reject
45.12,19.93,13.3,30.9,47.1,26.0,reject
44.82,20.28,13.34,30.91,47.1,26.1,reject
45.12,20.19,13.28,30.88,47.2,26.0,reject
44.82,20.19,13.28,30.9,47.2,26.0,reject
44.82,20.28,13.28,30.9,47.3,26.0,reject
45.42,20.28,13.4,30.96,46.8,26.0,reject
44.82,20.1,13.27,30.9,47.3,26.1,reject
45.12,20.28,13.34,30.93,47.1,26.1,reject
45.12,19.84,13.34,30.91,46.8,26.0,reject
44.53,19.93,13.53,31.15,46.8,26.0,reject
44.82,20.28,13.34,30.9,47.3,26.1,reject
44.82,19.58,13.28,30.88,47.2,26.0,reject
45.42,20.65,13.46,30.96,46.7,26.0,reject
45.12,20.37,13.37,31.0,47.0,26.0,reject
44.82,19.33,13.4,30.91,46.9,26.0,reject
44.82,19.24,13.4,30.97,46.9,26.0,reject
44.53,19.84,13.46,31.13,47.1,26.0,reject
45.12,19.75,13.4,31.0,46.7,26.0,reject
45.12,20.28,13.34,30.91,47.0,26.0,reject
44.82,19.84,13.52,31.14,46.6,26.0,reject
44.82,19.67,13.34,30.9,46.8,26.0,reject
44.82,19.93,13.22,30.84,47.4,26.1,reject
44.82,20.1,13.28,30.9,47.3,26.1,reject
45.42,20.83,13.72,31.49,46.8,26.0,reject
45.12,20.1,13.34,30.91,47.1,26.1,reject
44.53,19.75,13.41,31.09,47.1,26.1,reject
44.82,19.84,13.55,31.36,47.2,26.0,reject
45.12,20.1,13.39,30.96,46.9,26.0,reject
45.12,20.28,13.4,30.91,46.8,26.0,reject
44.53,19.84,13.53,31.35,47.2,26.0,reject
45.12,20.28,13.4,30.92,46.8,26.0,reject
44.82,20.1,13.28,30.88,47.1,26.0,reject
45.12,19.75,13.33,30.87,47.1,26.0,reject
44.82,20.1,13.64,31.35,46.6,26.0,reject
45.12,20.37,13.38,30.91,47.0,26.0,reject
45.42,20.37,13.46,31.04,46.8,26.0,reject
45.12,20.65,13.46,31.1,47.0,26.0,reject
45.42,20.19,13.4,30.91,46.8,26.0,reject
44.82,19.93,13.23,30.87,47.4,26.1,reject
45.12,20.02,13.39,30.9,46.9,26.0,reject
44.82,20.1,13.28,30.9,47.3,26.0,reject
45.12,19.93,13.29,30.9,47.1,26.0,reject
45.42,20.28,13.4,30.91,46.8,26.0,reject
44.82,19.84,13.25,30.8,47.2,26.0,reject
44.82,19.41,13.47,31.08,46.6,26.0,reject
44.82,19.33,13.4,30.9,46.8,26.0,reject
45.12,20.37,13.46,30.96,46.8,26.0,reject
45.12,20.1,13.4,30.94,46.8,26.0,reject
45.42,20.46,13.46,31.04,46.8,26.0,reject
44.82,20.1,13.28,30.88,47.3,26.0,reject
45.12,20.28,13.4,30.92,46.8,26.0,reject
44.82,20.02,13.65,31.32,46.8,26.0,reject
44.24,19.58,13.33,30.93,47.3,26.0,reject
44.82,20.28,13.34,30.92,47.2,26.0,reject
45.12,20.1,13.36,30.91,47.0,26.0,reject
45.42,20.28,13.4,30.91,46.8,26.0,reject
45.42,20.28,13.41,30.95,46.8,26.0,reject
44.24,19.67,13.4,31.06,47.3,26.0,reject
44.53,19.75,13.46,31.12,47.0,26.0,reject
44.53,19.58,13.45,31.02,46.8,26.0,reject
44.82,19.58,13.37,30.91,46.9,26.0,reject
44.24,19.75,13.41,31.13,47.3,26.1,reject
44.82,19.84,13.28,30.89,47.2,26.0,reject
45.12,19.67,13.59,31.2,46.6,26.0,reject
44.82,19.75,13.22,30.79,47.3,26.0,reject
45.72,21.02,13.67,31.37,46.8,26.0,reject
44.82,20.1,13.26,30.9,47.3,26.0,reject
44.24,19.58,13.38,30.96,47.2,26.0,reject
44.82,19.75,13.28,30.87,47.2,26.0,reject
45.42,20.65,13.72,31.48,46.8,26.0,reject
45.12,20.02,13.29,30.88,47.1,26.0,reject
44.82,19.75,13.22,30.87,47.3,26.0,reject
44.53,19.75,13.53,30.9,46.7,26.0,reject
45.12,20.02,13.34,30.9,47.0,26.0,reject
44.82,19.93,13.59,31.35,47.0,26.0,reject
45.12,19.93,13.36,30.91,46.8,26.0,reject
45.12,20.19,13.34,30.9,46.9,26.0,reject
44.82,19.84,13.28,30.86,47.2,26.0,reject
45.12,19.84,13.4,30.91,46.8,26.0,reject
44.82,19.49,13.22,30.79,47.4,26.1,reject
45.12,20.19,13.4,30.91,46.8,26.0,reject
44.53,19.84,13.46,31.13,47.1,26.0,reject
44.82,20.19,13.29,30.9,47.3,26.1,reject
44.82,19.75,13.28,30.9,47.2,26.0,reject
44.82,19.58,13.34,30.91,47.0,26.0,reject
44.82,20.19,13.28,30.92,47.3,26.0,reject
45.12,19.75,13.34,30.9,47.0,26.0,reject
44.82,19.41,13.34,30.9,47.1,26.1,reject
44.82,20.19,13.28,30.9,47.3,26.1,reject
44.82,20.02,13.59,31.17,46.7,26.0,reject
45.12,19.67,13.4,30.9,46.8,26.0,reject
44.82,20.1,13.63,31.3,46.7,26.0,reject
45.12,19.58,13.34,30.9,46.9,26.0,reject
44.82,19.84,13.59,31.31,47.0,26.0,reject
45.72,20.93,13.6,31.26,46.8,26.0,reject
44.82,20.19,13.28,30.9,47.3,26.0,reject
44.53,19.93,13.47,31.3,47.3,26.1,reject
45.12,20.28,13.35,30.91,46.9,26.0,reject
44.53,19.41,13.4,30.9,46.9,26.0,reject
45.12,20.37,13.35,30.91,47.1,26.1,reject
44.53,19.84,13.46,31.2,47.1,26.1,reject
45.42,20.93,13.53,31.26,47.1,26.1,reject
44.53,19.16,13.27,30.83,47.2,26.0,reject
43.95,19.75,13.4,31.14,47.3,26.1,reject
44.82,19.67,13.22,30.75,47.4,26.1,reject
44.82,19.84,13.53,31.13,46.6,26.0,reject
45.12,20.19,13.33,30.89,47.2,26.0,reject
44.82,19.75,13.22,30.82,47.4,26.1,reject
45.12,19.75,13.39,30.92,46.8,26.0,reject
44.53,19.75,13.5,31.1,46.8,26.0,reject
44.82,19.33,13.4,30.91,47.0,26.0,reject
45.42,20.74,13.53,31.24,47.2,26.1,reject
45.12,20.83,13.53,31.24,47.2,26.0,reject
44.82,20.1,13.57,31.33,47.1,26.0,reject
44.53,19.84,13.46,31.21,47.2,26.0,reject
44.82,20.02,13.59,31.2,46.9,26.0,reject
44.82,19.49,13.36,30.95,46.7,26.0,reject
45.12,20.65,13.59,31.35,47.1,26.0,reject
45.12,20.55,13.41,31.06,47.0,26.0,reject
45.12,19.58,13.46,31.08,46.7,26.0,reject
44.82,19.67,13.28,30.74,47.1,26.0,reject
44.82,20.28,13.29,30.91,47.2,26.0,reject
44.82,19.33,13.29,30.9,47.2,26.1,reject
44.82,19.58,13.28,30.75,47.2,26.1,reject
45.12,20.19,13.34,30.93,47.1,26.0,reject
45.12,20.19,13.4,30.93,46.9,26.0,reject
44.82,19.84,13.28,30.9,47.2,26.0,reject
44.24,20.02,13.15,30.7,47.8,26.1,reject
44.24,19.58,13.1,30.66,47.8,26.1,reject
44.24,19.84,13.1,30.68,47.8,26.1,reject
44.24,19.84,13.42,31.13,47.5,26.1,reject
44.82,20.37,13.28,30.91,47.4,26.0,reject
45.12,20.65,13.4,31.11,47.5,26.1,reject
44.53,19.58,13.46,31.13,47.5,26.1,reject
44.82,20.46,13.26,30.99,47.8,26.1,reject
44.53,20.1,13.16,30.78,47.7,26.1,reject
44.53,19.67,13.15,30.7,47.8,26.1,reject
44.82,20.28,13.28,30.9,47.4,26.0,reject
44.24,19.49,13.34,31.17,47.8,26.1,reject
44.24,19.58,13.04,30.68,47.9,26.1,reject
44.24,19.67,13.4,31.12,47.5,26.1,reject
44.24,19.07,13.22,30.84,47.7,26.1,reject
44.53,20.28,13.42,31.22,47.7,26.1,reject
44.24,19.49,13.28,30.97,47.6,26.1,reject
43.95,19.49,13.34,31.13,47.8,26.1,reject
44.24,19.67,13.08,30.69,47.9,26.1,reject
43.95,19.75,13.4,31.2,47.8,26.1,reject
44.53,19.58,13.21,30.69,47.5,26.1,reject
44.24,19.41,13.4,31.14,47.6,26.1,reject
44.24,19.93,13.1,30.72,47.8,26.1,reject
44.53,20.02,13.22,30.78,47.6,26.1,reject
44.53,19.84,13.47,31.3,47.4,26.0,reject
43.95,18.99,13.22,30.86,47.6,26.1,reject
44.24,19.84,13.1,30.69,47.8,26.1,reject
44.24,19.33,13.07,30.69,47.9,26.1,reject
44.82,20.55,13.54,31.36,47.4,26.1,reject
44.82,20.55,13.5,31.33,47.5,26.1,reject
43.95,19.07,13.09,30.72,47.8,26.1,reject
44.24,20.02,13.1,30.73,47.8,26.1,reject
44.24,19.58,13.38,31.19,47.8,26.1,reject
44.53,20.02,13.16,30.7,47.6,26.1,reject
44.24,19.93,13.1,30.68,47.8,26.1,reject
44.24,19.84,13.09,30.69,47.8,26.1,reject
44.24,19.93,13.1,30.7,47.9,26.1,reject
44.24,19.24,13.22,30.75,47.5,26.1,reject
44.24,20.19,13.4,31.25,47.8,26.1,reject
43.95,19.84,13.33,31.11,47.8,26.1,reject
44.53,19.84,13.1,30.69,47.8,26.1,reject
44.53,19.75,13.14,30.69,47.8,26.1,reject
44.82,20.65,13.52,31.3,47.5,26.1,reject
44.53,20.02,13.16,30.81,47.6,26.1,reject
44.24,19.93,13.1,30.84,47.8,26.1,reject
44.82,20.65,13.46,31.16,47.4,26.1,reject
44.82,20.19,13.26,30.81,47.5,26.1,reject
44.24,19.24,13.1,30.71,47.8,26.1,reject
43.95,19.41,13.28,30.9,47.5,26.1,reject
44.53,20.1,13.16,30.75,47.6,26.1,reject
44.24,19.75,13.4,31.13,47.4,26.1,reject
44.53,19.84,13.2,30.71,47.6,26.1,reject
44.53,19.84,13.1,30.68,47.8,26.1,reject
44.24,19.33,13.1,30.69,47.8,26.1,reject
44.24,19.67,13.34,31.07,47.4,26.1,reject
44.24,19.75,13.4,31.13,47.5,26.1,reject
43.67,19.24,13.16,30.9,47.8,26.1,reject
44.53,19.75,13.21,30.75,47.5,26.1,reject
44.53,19.93,13.15,30.74,47.8,26.1,reject
43.67,19.41,13.21,30.93,47.8,26.1,reject
44.82,19.93,13.22,30.85,47.5,26.1,reject
44.24,19.24,13.16,30.7,47.7,26.1,reject
44.24,19.75,13.46,31.22,47.5,26.1,reject
44.53,19.93,13.12,30.72,47.8,26.1,reject
44.24,19.58,13.04,30.67,47.8,26.1,reject
43.95,19.33,13.28,31.13,47.8,26.1,reject
43.95,19.49,13.34,30.9,47.5,26.0,reject
44.24,19.24,13.16,30.69,47.5,26.1,reject
44.82,20.55,13.28,31.04,47.7,26.1,reject
43.95,18.99,13.1,30.77,47.8,26.1,reject
44.53,19.93,13.1,30.7,47.8,26.1,reject
43.95,19.49,13.3,30.95,47.4,26.1,reject
44.24,19.67,13.4,31.19,47.6,26.1,reject
44.24,19.49,13.4,31.13,47.7,26.1,reject
45.12,20.74,13.46,31.27,47.4,26.1,reject
44.53,19.67,13.22,30.69,47.5,26.1,reject
44.24,19.33,13.08,30.69,47.8,26.1,reject
44.53,19.84,13.22,30.77,47.5,26.1,reject
44.53,19.58,13.16,30.69,47.5,26.0,reject
44.82,20.28,13.28,30.88,47.5,26.1,reject
44.53,19.75,13.16,30.68,47.6,26.1,reject
44.53,19.58,13.13,30.7,47.6,26.0,reject
44.53,19.84,13.22,30.9,47.5,26.1,reject
44.82,20.65,13.53,31.34,47.4,26.1,reject
43.95,19.16,13.23,31.03,47.8,26.1,reject
43.95,19.49,13.34,30.91,47.4,26.0,reject
44.24,19.07,13.21,30.9,47.8,26.1,reject
