MQ136,MQ137,MQ5,MQ8,Humidity,Temperature,Label
49.28,24.25,13.02,25.04,39.4,26.7,accept
49.98,24.72,13.04,24.9,39.7,26.7,accept
47.28,24.25,13.14,26.95,38.4,26.3,accept
47.28,24.48,13.1,26.73,38.5,26.3,accept
46.96,23.91,12.99,26.55,38.4,26.4,accept
48.94,23.46,12.63,23.35,40.2,26.8,accept
46.96,23.46,13.1,26.9,38.3,26.3,accept
49.98,24.25,12.78,24.88,39.2,26.6,accept
49.98,24.25,12.86,25.41,39.0,26.6,accept
49.63,24.13,12.59,23.54,39.8,26.8,accept
49.63,24.13,12.61,23.63,39.9,26.8,accept
46.65,23.57,13.22,26.74,38.4,26.4,accept
46.96,24.13,13.35,27.46,38.3,26.1,accept
49.28,23.79,12.79,24.2,39.9,26.8,accept
49.63,24.6,12.86,23.65,40.3,26.9,accept
48.94,23.57,12.74,24.07,39.9,26.8,accept
49.98,24.36,12.87,25.51,39.0,26.6,accept
46.96,24.13,13.32,27.21,38.4,26.3,accept
49.98,24.36,12.8,24.98,39.2,26.6,accept
49.63,24.13,12.69,24.28,39.5,26.7,accept
46.96,24.48,12.98,26.04,38.8,26.5,accept
50.33,25.19,13.1,25.91,39.1,26.6,accept
47.28,24.02,13.02,26.55,38.4,26.4,accept
49.98,24.48,12.63,23.79,39.9,26.8,accept
46.96,24.25,12.98,26.02,38.8,26.5,accept
49.98,24.95,13.16,26.0,39.1,26.6,accept
46.65,24.25,13.28,27.14,38.5,26.3,accept
47.28,24.72,13.4,27.26,38.6,26.3,accept
46.65,23.46,13.01,26.54,38.4,26.4,accept
47.28,24.48,13.1,26.73,38.5,26.3,accept
49.28,23.57,13.03,25.47,39.0,26.6,accept
46.96,24.02,12.97,26.2,38.6,26.5,accept
49.98,24.6,12.69,23.98,40.0,26.8,accept
49.28,24.25,12.8,23.63,40.1,26.9,accept
49.28,23.24,12.74,24.19,39.6,26.8,accept
47.28,23.91,13.1,26.91,38.3,26.3,accept
46.65,23.79,12.92,26.2,38.5,26.5,accept
46.65,23.68,12.98,26.2,38.6,26.5,accept
49.98,24.48,12.92,25.54,39.0,26.6,accept
46.65,24.02,13.16,26.42,38.6,26.5,accept
46.96,23.68,13.1,26.9,38.3,26.2,accept
49.63,24.25,12.68,24.29,39.5,26.7,accept
46.96,23.91,12.94,26.2,38.6,26.5,accept
49.63,23.79,12.74,24.74,39.2,26.6,accept
49.98,24.36,12.66,23.71,39.9,26.8,accept
47.28,24.36,13.09,26.7,38.5,26.4,accept
49.98,24.48,12.74,24.45,39.6,26.7,accept
48.94,23.91,12.73,23.45,40.2,26.9,accept
49.63,23.79,12.74,24.73,39.2,26.6,accept
49.98,25.07,12.77,24.13,40.0,26.8,accept
46.65,23.57,13.18,26.9,38.5,26.3,accept
49.63,24.25,12.63,23.69,39.9,26.8,accept
46.96,23.57,13.16,26.94,38.3,26.3,accept
47.28,24.36,12.98,25.94,38.8,26.6,accept
46.96,24.36,12.98,25.99,38.7,26.5,accept
49.63,24.25,12.86,25.45,39.0,26.6,accept
50.33,25.32,13.1,25.53,39.4,26.7,accept
49.98,24.13,12.86,25.37,39.0,26.6,accept
49.63,24.25,12.63,23.68,39.9,26.8,accept
47.28,24.48,13.16,27.09,38.4,26.2,accept
49.98,24.25,12.69,24.29,39.5,26.7,accept
49.98,24.36,12.86,25.5,39.0,26.6,accept
49.63,24.36,12.57,23.11,40.3,26.9,accept
49.98,24.48,12.8,25.03,39.3,26.6,accept
49.28,23.35,12.74,24.21,39.6,26.8,accept
46.65,23.79,13.22,26.98,38.5,26.3,accept
46.96,24.25,12.98,26.32,38.6,26.5,accept
47.28,24.36,13.09,26.73,38.5,26.4,accept
49.98,24.13,12.86,25.38,39.0,26.6,accept
46.96,24.48,13.04,26.38,38.6,26.5,accept
46.96,24.02,13.34,27.26,38.4,26.3,accept
49.63,23.91,12.93,24.45,39.6,26.7,accept
49.28,23.35,12.74,24.67,39.3,26.7,accept
49.28,23.91,12.86,24.74,39.5,26.7,accept
49.63,23.79,12.92,25.73,38.7,26.6,accept
47.61,24.6,13.16,27.09,38.4,26.2,accept
46.96,24.25,13.39,27.5,38.3,26.2,accept
49.98,24.36,12.86,25.5,39.0,26.6,accept
49.98,24.36,12.63,23.69,39.9,26.8,accept
46.33,23.91,13.16,26.34,38.8,26.5,accept
47.28,24.48,13.16,27.09,38.4,26.2,accept
49.98,24.25,12.86,25.48,39.0,26.6,accept
46.96,23.79,13.01,26.55,38.4,26.4,accept
49.63,24.13,12.68,24.28,39.5,26.7,accept
46.65,23.68,13.15,26.66,38.6,26.4,accept
46.96,24.48,13.04,26.43,38.6,26.4,accept
49.28,23.68,12.68,24.13,39.5,26.7,accept
47.28,24.72,13.16,26.88,38.5,26.3,accept
46.65,23.91,13.22,26.5,38.6,26.5,accept
47.28,23.79,12.88,25.73,38.7,26.6,accept
49.98,24.13,12.73,24.28,39.5,26.8,accept
46.96,24.48,13.0,26.05,38.8,26.5,accept
49.98,23.91,12.8,25.35,39.0,26.6,accept
49.63,24.02,12.57,23.53,39.8,26.8,accept
49.63,24.48,12.57,23.11,40.3,26.9,accept
47.28,24.48,13.1,26.72,38.5,26.4,accept
46.96,23.57,12.98,26.54,38.4,26.4,accept
49.63,23.68,12.89,25.71,38.7,26.6,accept
47.28,24.48,13.16,27.08,38.4,26.2,accept
47.28,24.36,12.98,25.95,38.7,26.6,accept
49.98,24.48,12.86,25.05,39.4,26.7,accept
49.63,24.02,12.74,24.77,39.2,26.7,accept
47.28,24.48,13.1,26.73,38.5,26.3,accept
46.65,23.46,12.92,26.14,38.6,26.5,accept
49.98,24.6,12.87,25.12,39.3,26.6,accept
49.98,24.48,12.86,25.05,39.3,26.6,accept
49.98,24.13,12.69,24.27,39.5,26.7,accept
46.33,23.79,13.16,26.32,38.8,26.5,accept
48.94,23.57,12.91,25.22,39.2,26.6,accept
47.28,24.72,13.1,26.55,38.6,26.4,accept
46.96,24.02,13.39,27.27,38.3,26.3,accept
47.28,24.48,13.1,26.73,38.5,26.3,accept
47.28,24.13,13.04,26.62,38.4,26.4,accept
46.96,24.36,12.98,26.35,38.6,26.5,accept
49.28,23.91,12.86,23.7,39.9,26.8,accept
49.63,23.68,12.74,24.73,39.2,26.7,accept
49.63,24.48,12.58,23.12,40.3,26.9,accept
47.28,24.13,12.92,25.87,38.7,26.6,accept
46.96,24.13,12.97,26.28,38.6,26.5,accept
49.63,24.25,12.86,25.37,39.0,26.6,accept
47.28,24.25,12.98,26.34,38.5,26.4,accept
47.28,24.48,13.1,26.73,38.5,26.4,accept
47.28,24.13,12.93,25.87,38.7,26.6,accept
49.98,25.07,13.13,25.53,39.4,26.7,accept
46.65,23.68,13.11,26.64,38.5,26.4,accept
49.98,24.48,12.68,23.94,40.0,26.8,accept
46.96,24.25,12.98,26.33,38.5,26.4,accept
49.63,24.48,12.58,23.15,40.3,26.9,accept
46.96,24.36,12.98,25.99,38.8,26.5,accept
46.96,24.02,12.98,26.21,38.6,26.5,accept
46.96,24.13,13.44,27.61,38.2,26.2,accept
49.63,24.13,12.58,23.55,39.9,26.9,accept
47.28,24.36,13.08,26.7,38.4,26.3,accept
47.28,24.36,13.15,27.08,38.4,26.2,accept
46.96,24.02,13.36,27.26,38.3,26.3,accept
47.28,24.48,13.1,26.73,38.5,26.3,accept
48.94,23.24,12.69,23.48,39.9,26.9,accept
49.63,24.02,12.57,23.54,39.9,26.9,accept
49.98,24.36,12.63,23.68,39.9,26.8,accept
47.28,24.48,13.16,27.08,38.4,26.2,accept
49.28,23.46,12.68,24.13,39.5,26.7,accept
50.33,25.32,13.16,25.98,39.1,26.6,accept
46.65,23.79,13.15,26.7,38.5,26.4,accept
49.98,24.36,12.86,25.41,39.0,26.6,accept
49.28,23.46,12.98,25.86,38.7,26.6,accept
49.28,23.68,12.57,23.4,39.8,26.8,accept
49.98,24.36,12.8,24.96,39.3,26.7,accept
49.98,24.48,12.68,23.96,40.0,26.8,accept
46.96,24.25,12.99,26.3,38.6,26.5,accept
49.98,24.36,12.74,24.43,39.6,26.7,accept
47.28,24.36,13.09,26.71,38.5,26.4,accept
50.33,25.07,12.97,25.31,39.3,26.6,accept
49.28,23.46,12.69,24.14,39.5,26.7,accept
49.98,24.36,12.86,25.4,39.0,26.6,accept
47.28,24.48,12.98,26.0,38.7,26.5,accept
49.98,25.19,12.97,24.76,39.6,26.7,accept
46.96,24.13,12.98,26.23,38.5,26.4,accept
47.61,25.19,13.28,27.09,38.5,26.3,accept
46.33,23.35,13.11,26.36,38.6,26.5,accept
47.28,24.36,13.08,26.7,38.5,26.4,accept
47.28,24.13,13.1,26.92,38.2,26.2,accept
49.63,24.02,12.69,24.26,39.5,26.8,accept
49.98,24.25,12.86,25.38,39.0,26.6,accept
46.65,24.02,13.28,27.4,38.4,26.2,accept
47.28,25.07,13.23,26.81,38.7,26.4,accept
46.33,23.24,12.97,26.11,38.6,26.5,accept
49.98,24.48,12.74,24.44,39.6,26.7,accept
49.98,24.36,12.81,25.04,39.3,26.7,accept
49.98,24.36,12.74,24.4,39.6,26.7,accept
46.96,24.36,13.0,26.36,38.5,26.4,accept
49.28,24.02,12.78,23.51,40.3,26.9,accept
46.96,24.95,13.22,26.44,38.8,26.5,accept
46.33,23.68,13.16,26.65,38.7,26.4,accept
49.98,24.48,12.83,25.05,39.3,26.6,accept
49.98,24.6,12.92,25.57,39.0,26.6,accept
49.28,24.02,12.8,23.59,40.1,26.9,accept
47.28,24.13,13.1,26.98,38.4,26.3,accept
49.63,24.83,12.98,24.44,40.0,26.8,accept
49.28,23.91,13.1,25.6,39.0,26.6,accept
49.63,24.36,12.63,23.81,39.9,26.8,accept
49.28,23.79,12.95,25.37,39.2,26.6,accept
49.98,24.6,12.86,25.06,39.4,26.7,accept
46.65,24.02,13.24,26.56,38.6,26.5,accept
49.98,24.48,12.74,24.43,39.6,26.7,accept
47.61,25.19,13.4,27.47,38.4,26.2,accept
49.98,24.36,12.8,24.89,39.2,26.6,accept
49.98,24.25,12.86,25.38,39.0,26.6,accept
47.28,25.19,13.22,26.45,38.9,26.5,accept
49.28,24.02,13.04,25.89,39.0,26.6,accept
46.96,23.57,13.1,26.9,38.3,26.3,accept
49.63,24.72,13.1,24.95,39.7,26.7,accept
47.28,24.6,13.1,26.74,38.5,26.3,accept
47.28,24.25,13.14,27.02,38.4,26.3,accept
49.98,24.48,12.91,25.53,39.0,26.6,accept
47.28,24.25,12.96,25.91,38.8,26.6,accept
49.98,24.36,12.67,23.84,40.0,26.8,accept
49.63,24.13,12.7,24.28,39.5,26.7,accept
49.28,23.68,12.57,23.41,39.8,26.8,accept
49.63,24.02,12.86,25.36,38.9,26.6,accept
46.96,24.25,12.98,26.35,38.6,26.5,accept
49.28,24.36,12.85,23.56,40.3,26.8,accept
46.96,24.36,13.28,26.89,38.7,26.4,accept
47.28,24.25,12.97,25.88,38.7,26.6,accept
48.94,23.57,13.0,25.74,39.0,26.6,accept
49.28,23.91,12.92,24.74,39.6,26.7,accept
49.28,23.91,13.16,26.08,38.8,26.6,accept
46.96,23.91,12.94,26.2,38.6,26.5,accept
46.65,23.68,13.22,26.91,38.5,26.3,accept
46.96,24.02,12.98,26.21,38.6,26.5,accept
47.28,24.83,13.36,27.24,38.6,26.3,accept
49.28,24.13,12.8,23.66,40.0,26.9,accept
46.96,24.02,13.04,26.55,38.4,26.4,accept
47.28,24.25,12.93,25.87,38.7,26.6,accept
49.28,23.35,12.98,25.83,38.7,26.6,accept
47.28,24.48,13.1,26.73,38.5,26.3,accept
49.28,23.35,12.91,25.33,39.0,26.6,accept
47.28,24.25,13.1,27.01,38.4,26.2,accept
46.96,24.13,12.92,25.87,38.8,26.6,accept
47.28,24.48,13.16,27.1,38.4,26.2,accept
47.28,24.36,13.45,27.63,38.3,26.2,accept
49.98,24.48,12.85,25.06,39.3,26.6,accept
46.96,24.36,12.98,25.98,38.8,26.5,accept
47.28,24.48,13.16,27.09,38.4,26.2,accept
49.28,23.57,12.93,25.75,38.7,26.6,accept
47.28,24.36,13.06,26.7,38.5,26.4,accept
47.28,24.36,13.1,26.73,38.4,26.3,accept
49.28,24.02,13.18,26.15,38.8,26.6,accept
49.98,24.48,12.92,25.54,39.0,26.6,accept
47.28,24.36,13.16,27.08,38.4,26.2,accept
47.28,24.6,13.16,26.75,38.5,26.3,accept
49.63,24.25,12.8,24.9,39.2,26.6,accept
49.28,23.46,12.74,24.68,39.2,26.7,accept
46.96,24.36,13.04,26.46,38.6,26.4,accept
49.98,24.13,12.86,25.38,39.0,26.6,accept
47.28,24.95,13.22,26.48,38.8,26.5,accept
50.33,24.36,12.86,25.52,39.0,26.6,accept
49.63,23.91,12.74,24.74,39.2,26.6,accept
49.98,24.36,12.8,24.89,39.2,26.6,accept
46.96,24.02,12.98,26.2,38.6,26.5,accept
49.98,24.6,12.92,25.66,39.1,26.6,accept
49.98,24.95,13.04,25.82,39.1,26.6,accept
48.94,23.57,12.69,23.4,40.3,26.9,accept
47.28,24.48,13.1,26.73,38.5,26.4,accept
47.28,24.48,13.16,27.08,38.4,26.2,accept
49.63,24.36,12.57,22.98,40.3,26.9,accept
49.98,24.36,12.91,25.52,39.0,26.6,accept
49.98,24.48,12.74,24.52,39.6,26.7,accept
46.65,23.79,13.22,26.54,38.6,26.5,accept
47.28,24.25,13.04,26.68,38.5,26.4,accept
48.94,23.35,12.74,23.54,39.9,26.9,accept
46.96,24.48,12.98,26.03,38.8,26.5,accept
49.98,24.6,12.77,24.5,39.6,26.7,accept
49.28,24.02,12.97,24.9,39.5,26.7,accept
46.96,24.36,12.98,25.89,38.7,26.5,accept
49.63,23.68,12.74,24.73,39.2,26.6,accept
47.28,24.36,13.16,27.08,38.4,26.2,accept
47.28,23.91,12.9,25.73,38.7,26.6,accept
49.63,23.91,12.92,25.79,38.7,26.6,accept
49.98,25.07,13.04,24.9,39.6,26.7,accept
49.63,23.68,12.68,24.13,39.5,26.8,accept
49.63,24.48,12.86,23.64,40.3,26.8,accept
49.28,23.91,12.86,23.68,39.9,26.8,accept
49.63,23.79,12.57,23.44,39.8,26.8,accept
49.63,24.95,12.86,23.62,40.3,26.8,accept
46.96,24.25,12.98,26.38,38.5,26.4,accept
49.98,24.83,12.66,23.27,40.3,26.9,accept
47.28,24.13,12.92,25.86,38.6,26.5,accept
46.65,23.46,13.04,26.56,38.4,26.4,accept
46.96,24.25,13.28,26.9,38.5,26.4,accept
49.63,24.02,12.69,24.28,39.5,26.7,accept
49.63,24.13,13.22,26.19,38.7,26.6,accept
46.33,23.24,13.01,26.2,38.6,26.5,accept
46.65,23.68,13.28,27.26,38.4,26.2,accept
46.96,24.25,12.98,26.3,38.6,26.5,accept
46.96,23.79,13.27,27.31,38.4,26.2,accept
49.98,24.25,12.86,25.38,39.0,26.6,accept
49.98,24.36,12.86,25.4,39.0,26.6,accept
49.63,23.68,13.15,26.03,38.7,26.6,accept
49.98,24.48,12.74,24.55,39.6,26.7,accept
47.28,24.13,13.4,27.57,38.2,26.2,accept
49.28,23.35,12.92,25.71,38.7,26.6,accept
49.63,24.25,13.16,26.01,39.1,26.6,accept
47.28,24.6,13.2,27.18,38.4,26.2,accept
49.98,25.07,13.09,25.51,39.4,26.7,accept
49.98,24.6,12.86,25.07,39.3,26.6,accept
49.28,23.68,12.86,24.71,39.5,26.7,accept
49.28,24.02,12.82,24.28,39.8,26.8,accept
46.96,24.48,13.04,26.41,38.5,26.4,accept
49.98,24.95,13.04,24.93,39.7,26.7,accept
47.28,24.36,13.01,26.37,38.6,26.5,accept
50.33,24.72,12.8,24.59,39.6,26.7,accept
49.98,24.48,12.65,23.82,39.9,26.8,accept
48.94,23.57,12.86,24.59,39.6,26.7,accept
49.98,24.48,12.91,25.51,39.0,26.6,accept
47.28,24.02,13.03,26.56,38.4,26.4,accept
47.28,24.25,12.97,25.92,38.7,26.6,accept
49.63,24.02,12.57,23.53,39.8,26.8,accept
46.96,23.46,13.25,27.28,38.2,26.2,accept
46.96,24.13,12.98,26.23,38.6,26.5,accept
49.98,24.95,13.02,24.89,39.7,26.7,accept
46.96,24.36,12.98,26.03,38.8,26.5,accept
49.63,24.36,12.81,25.01,39.3,26.6,accept
49.28,24.02,12.75,23.55,40.0,26.8,accept
47.28,24.36,12.98,25.95,38.7,26.6,accept
47.28,24.6,13.15,26.81,38.5,26.3,accept
47.28,24.25,12.93,25.88,38.8,26.6,accept
49.98,24.13,12.74,24.82,39.2,26.6,accept
47.28,24.36,13.14,27.02,38.3,26.2,accept
49.28,24.13,12.86,23.74,40.0,26.9,accept
49.98,24.6,12.86,25.07,39.3,26.6,accept
46.65,23.68,12.98,26.2,38.6,26.5,accept
46.96,24.6,13.34,26.9,38.7,26.4,accept
46.96,23.68,13.23,26.88,38.4,26.4,accept
47.28,24.36,13.05,26.71,38.5,26.4,accept
49.63,23.91,12.57,23.46,39.8,26.8,accept
46.33,23.24,12.98,26.19,38.6,26.5,accept
49.98,24.36,12.8,24.99,39.3,26.7,accept
46.65,23.57,13.24,27.26,38.4,26.2,accept
49.63,24.48,12.67,23.82,39.9,26.8,accept
49.98,24.36,12.74,24.43,39.6,26.7,accept
46.65,23.57,12.98,26.2,38.6,26.5,accept
49.98,25.07,12.92,24.28,39.9,26.7,accept
49.98,24.36,12.71,24.42,39.6,26.7,accept
49.98,24.48,12.8,24.95,39.2,26.6,accept
46.96,23.79,12.95,26.18,38.6,26.5,accept
47.61,25.19,13.34,27.45,38.4,26.2,accept
49.28,24.02,12.8,23.59,40.0,26.9,accept
47.28,24.25,13.06,26.68,38.5,26.4,accept
46.65,24.02,13.22,26.39,38.9,26.5,accept
46.65,23.46,13.1,26.62,38.4,26.4,accept
49.98,25.07,13.16,25.98,39.1,26.6,accept
49.63,24.13,12.58,23.55,39.9,26.8,accept
49.98,24.6,12.92,25.59,39.1,26.6,accept
49.63,24.25,12.57,23.11,40.3,26.9,accept
47.28,24.13,12.92,25.88,38.7,26.6,accept
46.96,24.02,12.98,26.55,38.4,26.4,accept
47.28,24.36,13.03,26.41,38.5,26.4,accept
49.98,24.48,12.86,25.07,39.3,26.6,accept
49.28,23.68,12.9,24.4,39.6,26.7,accept
46.96,24.36,12.98,26.02,38.9,26.6,accept
49.98,24.48,12.81,25.03,39.2,26.6,accept
47.28,24.48,13.1,26.73,38.5,26.3,accept
47.28,24.36,13.09,26.73,38.5,26.4,accept
49.28,23.46,12.74,24.17,39.5,26.7,accept
49.63,23.91,12.62,23.46,39.8,26.8,accept
46.65,23.91,13.22,26.55,38.6,26.5,accept
49.98,24.36,12.91,25.53,39.1,26.6,accept
47.61,24.48,13.37,28.0,38.0,26.0,accept
47.93,24.48,13.56,28.77,37.7,25.8,accept
47.93,24.83,13.98,29.51,37.5,25.7,accept
47.61,24.6,13.33,27.78,38.2,26.1,accept
47.61,24.6,13.59,28.79,37.8,25.8,accept
47.93,24.95,13.62,28.78,37.8,25.8,accept
47.61,24.02,13.6,28.99,37.4,25.7,accept
47.61,24.36,13.46,28.4,37.8,25.9,accept
47.93,24.6,13.65,28.99,37.6,25.8,accept
46.65,23.57,13.37,27.82,38.1,26.0,accept
47.61,24.48,13.66,29.13,37.5,25.7,accept
47.93,25.07,13.84,29.2,37.8,25.8,accept
47.61,24.6,13.27,27.46,38.3,26.1,accept
47.61,24.48,13.48,28.58,37.8,25.8,accept
47.61,24.72,13.5,28.39,38.0,25.9,accept
47.93,25.19,13.59,28.19,38.2,26.0,accept
47.28,23.46,13.78,29.19,37.3,25.7,accept
47.93,25.32,13.73,28.99,37.8,25.8,accept
47.28,23.91,13.48,28.19,38.0,26.0,accept
47.28,23.57,13.59,28.64,37.6,25.8,accept
47.93,24.6,13.59,28.78,37.7,25.8,accept
47.93,24.25,13.65,29.03,37.4,25.7,accept
47.28,24.13,13.72,29.01,37.7,25.8,accept
46.96,23.68,13.45,28.12,38.0,26.0,accept
47.61,24.72,13.59,28.79,37.8,25.8,accept
47.61,24.02,13.54,28.8,37.5,25.8,accept
47.93,25.07,13.84,29.23,37.5,25.7,accept
47.61,24.25,13.85,29.21,37.6,25.8,accept
46.96,23.79,13.43,27.98,38.1,26.0,accept
47.93,25.07,13.72,28.59,38.0,25.9,accept
47.28,23.68,13.35,28.03,37.7,25.9,accept
47.61,24.36,13.53,28.63,37.6,25.8,accept
46.96,23.91,13.4,27.73,38.4,26.1,accept
47.61,24.13,13.34,27.84,38.0,26.0,accept
47.61,23.91,13.47,28.59,37.6,25.8,accept
47.93,25.19,13.65,28.83,37.8,25.8,accept
47.61,24.36,13.59,28.92,37.6,25.8,accept
47.61,24.36,13.53,28.75,37.7,25.8,accept
47.93,24.48,13.46,28.5,37.7,25.9,accept
47.61,24.72,13.53,28.6,37.8,25.8,accept
46.96,23.68,13.56,28.64,37.8,25.8,accept
47.28,24.25,13.18,27.25,38.2,26.2,accept
47.61,24.6,13.34,27.8,38.1,26.0,accept
47.93,24.48,13.54,28.76,37.7,25.8,accept
47.61,24.83,13.91,29.39,37.7,25.8,accept
47.61,24.6,13.4,28.01,38.1,26.0,accept
46.96,23.79,13.41,27.92,38.1,26.0,accept
47.61,24.13,13.78,29.0,37.6,25.8,accept
47.93,24.6,13.7,29.15,37.5,25.7,accept
47.61,24.25,13.91,29.4,37.4,25.7,accept
47.61,24.48,13.28,27.72,38.2,26.1,accept
47.93,24.95,13.65,28.95,37.8,25.8,accept
46.96,23.91,13.4,27.75,38.4,26.1,accept
47.61,23.68,13.65,29.0,37.3,25.7,accept
47.61,24.13,13.78,28.99,37.6,25.8,accept
47.61,24.13,13.64,29.0,37.4,25.7,accept
47.61,24.25,13.27,27.63,38.1,26.1,accept
47.61,24.36,13.53,28.68,37.7,25.8,accept
47.28,24.25,13.76,28.98,37.6,25.8,accept
47.93,25.19,13.85,29.25,37.8,25.8,accept
46.96,23.35,13.34,27.82,37.9,26.0,accept
47.93,24.72,13.66,29.02,37.7,25.8,accept
47.61,24.6,13.36,28.01,38.1,26.0,accept
47.28,24.25,13.54,28.19,38.0,26.0,accept
47.61,24.25,13.59,28.89,37.6,25.8,accept
47.28,23.57,13.53,28.23,37.8,25.9,accept
47.61,24.13,13.67,28.47,37.8,25.9,accept
47.93,24.72,13.49,28.38,37.9,25.9,accept
47.93,25.07,13.8,29.01,37.8,25.8,accept
47.61,24.36,13.85,29.24,37.6,25.8,accept
47.93,24.95,13.78,28.99,37.8,25.8,accept
47.61,24.6,13.39,28.01,38.1,26.0,accept
47.61,24.48,13.39,28.01,38.0,26.0,accept
47.61,24.48,13.67,29.03,37.5,25.7,accept
47.61,24.48,13.22,27.43,38.3,26.1,accept
47.28,23.57,13.33,27.82,37.9,26.0,accept
47.28,24.25,13.54,28.01,38.1,26.1,accept
47.61,24.25,13.59,28.89,37.5,25.7,accept
47.61,24.6,13.53,28.59,37.9,25.9,accept
47.28,23.68,13.35,27.84,37.9,26.0,accept
47.93,24.36,13.66,29.1,37.5,25.7,accept
47.61,24.25,13.59,28.83,37.5,25.8,accept
47.93,25.32,13.91,29.39,37.7,25.8,accept
47.61,24.6,13.38,28.01,38.0,26.0,accept
47.61,24.13,13.34,27.83,37.9,26.0,accept
47.93,25.32,13.8,29.19,37.8,25.8,accept
47.61,24.13,13.65,29.01,37.3,25.7,accept
47.28,24.25,13.72,28.51,37.8,25.9,accept
47.61,24.36,13.21,27.27,38.2,26.1,accept
47.61,25.07,13.46,27.99,38.2,26.0,accept
47.28,23.79,13.4,28.1,37.7,25.9,accept
47.61,24.36,13.22,27.31,38.2,26.1,accept
47.61,24.13,13.46,28.4,37.7,25.9,accept
47.61,24.13,13.53,28.61,37.6,25.8,accept
47.61,24.36,13.28,27.64,38.1,26.1,accept
47.61,24.25,13.53,28.6,37.6,25.8,accept
47.28,24.36,13.6,28.23,38.0,26.0,accept
47.61,24.36,13.34,27.95,38.0,26.0,accept
47.28,24.25,13.16,27.26,38.2,26.1,accept
47.28,23.57,13.72,29.17,37.2,25.7,accept
47.61,24.48,13.55,28.74,37.7,25.8,accept
47.61,24.6,13.34,27.78,38.2,26.1,accept
47.61,24.13,13.43,28.39,37.7,25.8,accept
47.61,24.02,13.58,28.81,37.5,25.8,accept
47.61,24.02,13.42,28.39,37.6,25.8,accept
47.61,24.48,13.22,27.33,38.2,26.1,accept
47.61,24.6,13.4,28.01,38.1,26.0,accept
47.61,24.48,13.23,27.44,38.3,26.1,accept
47.28,24.02,13.16,27.22,38.1,26.1,accept
47.28,24.83,13.55,28.0,38.4,26.1,accept
47.61,24.13,13.63,28.99,37.4,25.7,accept
47.61,24.36,13.34,28.0,38.0,26.0,accept
47.61,24.6,13.49,28.59,37.8,25.9,accept
47.28,23.57,13.39,28.02,37.7,25.9,accept
47.93,24.36,13.47,28.4,37.7,25.9,accept
47.93,24.36,13.59,28.94,37.5,25.8,accept
47.61,24.02,13.34,27.84,37.9,26.0,accept
47.93,24.48,13.63,28.98,37.6,25.8,accept
47.61,23.91,13.3,27.82,37.9,26.0,accept
47.61,24.6,13.59,28.79,37.7,25.8,accept
46.96,23.35,13.41,28.07,37.8,25.9,accept
47.93,25.19,13.6,28.39,38.1,26.0,accept
47.61,24.13,13.25,27.62,38.0,26.1,accept
47.28,24.25,13.85,29.22,37.6,25.8,accept
47.93,25.19,13.72,28.6,38.0,25.9,accept
47.93,24.36,13.65,29.07,37.4,25.7,accept
47.28,24.13,13.59,28.21,37.9,26.0,accept
47.28,24.36,13.53,27.85,38.4,26.1,accept
47.61,24.48,13.34,27.98,38.0,26.0,accept
47.93,24.36,13.6,28.94,37.5,25.7,accept
47.28,23.57,13.53,28.6,37.6,25.8,accept
47.61,23.91,13.65,29.07,37.2,25.7,accept
47.61,24.48,13.66,29.06,37.4,25.7,accept
47.93,25.32,13.46,27.83,38.4,26.1,accept
47.61,24.6,13.34,27.76,38.1,26.1,accept
47.28,23.68,13.59,28.8,37.5,25.8,accept
47.61,24.48,13.47,28.58,37.8,25.8,accept
47.28,24.02,13.28,27.82,37.9,26.0,accept
47.61,24.25,13.52,28.59,37.6,25.8,accept
47.61,24.48,13.65,28.99,37.7,25.8,accept
47.28,24.36,13.84,29.19,37.6,25.8,accept
47.61,24.83,13.34,27.64,38.4,26.1,accept
46.96,23.91,13.53,28.21,38.1,26.0,accept
47.61,24.48,13.71,29.16,37.5,25.7,accept
47.61,24.48,13.29,27.71,38.2,26.1,accept
47.61,24.48,13.46,28.29,37.9,25.9,accept
47.61,24.83,13.95,29.43,37.6,25.7,accept
47.61,24.6,13.34,27.79,38.2,26.1,accept
47.28,23.79,13.19,27.26,38.2,26.2,accept
47.93,24.36,13.47,28.5,37.8,25.9,accept
47.93,25.19,13.53,28.25,38.1,26.0,accept
47.61,24.36,13.59,28.89,37.6,25.8,accept
47.28,24.25,13.16,27.26,38.2,26.1,accept
47.28,24.02,13.53,27.98,38.1,26.1,accept
47.61,24.72,13.41,28.04,38.1,26.0,accept
47.28,23.91,13.22,27.57,38.1,26.1,accept
47.28,23.68,13.4,28.36,37.7,25.9,accept
47.28,23.79,13.78,29.19,37.4,25.7,accept
47.93,24.72,13.47,28.37,37.9,25.9,accept
46.96,23.79,13.43,27.98,38.1,26.0,accept
47.61,23.91,13.59,28.99,37.3,25.7,accept
47.61,24.48,13.22,27.44,38.3,26.1,accept
47.93,24.48,13.53,28.7,37.7,25.8,accept
47.28,23.79,13.66,28.6,37.7,25.9,accept
47.28,24.36,13.79,29.19,37.7,25.8,accept
47.28,23.68,13.46,28.39,37.7,25.9,accept
47.61,24.48,13.71,29.05,37.5,25.7,accept
47.61,24.25,13.59,28.9,37.6,25.8,accept
47.61,24.02,13.33,27.83,37.9,26.0,accept
47.28,24.36,13.65,28.39,38.1,25.9,accept
