MQ136,MQ137,MQ5,MQ8,Humidity,Temperature,Label
60.8,31.33,16.85,35.47,38.1,25.3,reject
60.8,31.17,17.0,35.54,38.1,25.3,reject
60.8,31.67,17.01,35.44,38.1,25.4,reject
60.8,33.45,17.38,36.19,37.9,25.3,reject
60.8,31.67,16.89,35.64,37.9,25.3,reject
61.29,32.72,17.37,35.89,38.2,25.4,reject
60.8,31.67,17.02,35.5,38.1,25.3,reject
59.83,31.17,17.08,35.51,38.3,25.4,reject
60.31,31.5,16.93,35.47,38.2,25.4,reject
60.8,32.54,17.37,36.0,38.4,25.3,reject
60.8,31.84,16.93,35.64,37.9,25.3,reject
61.29,33.26,17.38,36.0,37.9,25.4,reject
60.8,31.0,16.98,35.47,38.3,25.3,reject
60.8,32.9,17.38,36.0,38.3,25.3,reject
61.29,32.54,17.38,36.01,38.2,25.3,reject
60.8,31.67,16.98,35.47,38.1,25.3,reject
60.8,31.33,16.85,35.45,38.3,25.4,reject
60.8,31.67,16.93,35.65,38.2,25.3,reject
60.8,31.5,17.02,35.42,38.2,25.4,reject
61.29,32.54,17.36,36.0,38.1,25.3,reject
60.8,31.67,17.06,35.44,38.1,25.4,reject
60.8,32.19,17.11,35.65,38.3,25.4,reject
60.8,31.17,16.97,35.45,38.2,25.4,reject
60.31,31.67,17.11,35.67,38.1,25.3,reject
60.8,31.67,16.91,35.65,38.2,25.3,reject
61.29,32.54,17.4,36.02,38.3,25.4,reject
60.8,32.72,17.38,36.0,38.2,25.3,reject
60.8,31.67,16.9,35.64,37.9,25.3,reject
60.8,31.33,16.91,35.45,38.1,25.4,reject
60.8,31.84,17.14,35.65,38.4,25.4,reject
60.8,31.67,16.92,35.62,37.9,25.3,reject
61.29,32.01,17.12,35.68,38.4,25.4,reject
60.31,31.5,17.2,35.67,38.3,25.4,reject
61.29,33.26,17.38,35.99,38.1,25.3,reject
60.8,31.5,16.89,35.58,38.2,25.3,reject
60.8,31.84,16.94,35.68,38.2,25.3,reject
60.31,31.5,17.02,35.73,37.9,25.3,reject
61.29,32.9,17.37,35.91,38.2,25.4,reject
60.8,32.54,17.29,35.98,38.2,25.3,reject
60.8,33.08,17.3,36.0,38.1,25.4,reject
60.8,31.33,16.93,35.47,38.1,25.4,reject
60.31,32.19,17.04,35.94,37.9,25.3,reject
60.8,32.19,17.11,35.55,38.3,25.4,reject
60.8,31.67,16.99,35.5,38.1,25.4,reject
60.8,31.17,16.98,35.46,38.3,25.3,reject
60.31,31.5,17.2,35.69,38.3,25.4,reject
60.8,31.67,16.93,35.52,38.1,25.3,reject
60.31,32.19,17.12,35.88,37.9,25.3,reject
61.29,32.9,17.38,36.03,38.2,25.4,reject
60.8,31.0,16.93,35.43,38.3,25.3,reject
61.29,33.08,17.38,36.02,38.0,25.4,reject
60.31,31.84,17.17,35.71,38.4,25.3,reject
60.8,31.33,16.85,35.49,38.3,25.4,reject
60.8,31.5,17.02,35.45,38.3,25.4,reject
60.8,31.33,17.01,35.46,38.4,25.4,reject
60.8,31.5,17.02,35.44,38.3,25.4,reject
60.8,31.67,17.1,35.55,38.3,25.3,reject
60.8,31.67,16.86,35.55,37.9,25.3,reject
60.8,31.5,16.9,35.63,38.1,25.3,reject
60.8,31.5,17.02,35.51,38.4,25.4,reject
60.8,32.01,17.27,35.79,38.3,25.4,reject
60.8,32.72,17.35,36.18,38.0,25.3,reject
60.31,31.5,16.98,35.73,37.9,25.3,reject
60.8,32.01,17.04,35.61,38.0,25.4,reject
60.31,31.67,16.92,35.58,38.2,25.3,reject
60.8,31.5,17.02,35.44,38.2,25.4,reject
60.8,33.08,17.39,36.05,37.9,25.3,reject
60.8,31.33,16.93,35.46,38.1,25.3,reject
60.31,31.33,16.92,35.72,37.9,25.3,reject
60.8,31.5,16.93,35.45,38.1,25.4,reject
61.29,32.36,17.31,35.96,38.4,25.4,reject
60.8,32.54,17.29,36.07,37.9,25.4,reject
60.8,31.67,16.94,35.46,38.1,25.4,reject
60.8,32.72,17.29,36.02,38.0,25.3,reject
60.8,31.84,17.11,35.73,38.0,25.3,reject
60.8,31.67,16.94,35.62,38.2,25.3,reject
60.8,31.67,16.93,35.53,38.2,25.4,reject
60.8,31.67,16.94,35.45,38.1,25.3,reject
60.8,31.33,17.02,35.49,38.4,25.3,reject
60.8,32.54,17.38,36.0,38.3,25.4,reject
60.8,31.67,16.93,35.48,38.1,25.4,reject
60.31,31.17,16.91,35.69,38.1,25.3,reject
60.8,32.72,17.34,36.05,37.9,25.3,reject
60.8,31.5,17.01,35.45,38.3,25.3,reject
60.8,32.19,17.18,35.6,38.3,25.4,reject
60.8,32.9,17.36,36.06,38.1,25.3,reject
60.8,32.54,17.31,36.13,38.0,25.3,reject
60.8,31.33,16.85,35.52,38.1,25.3,reject
60.31,31.33,17.02,35.74,38.1,25.3,reject
60.8,31.17,17.11,35.64,38.4,25.3,reject
60.8,31.5,17.0,35.45,38.1,25.3,reject
60.8,33.08,17.39,35.99,38.1,25.3,reject
60.8,31.5,17.0,35.46,38.1,25.3,reject
61.29,32.9,17.38,36.01,38.3,25.3,reject
60.8,32.19,17.1,35.47,38.3,25.3,reject
60.8,31.67,17.08,35.6,38.3,25.3,reject
60.8,32.36,17.37,35.94,38.3,25.4,reject
61.29,33.08,17.45,36.01,38.1,25.3,reject
60.8,32.01,17.09,35.67,38.1,25.3,reject
60.8,33.08,17.2,35.98,38.2,25.3,reject
61.29,32.54,17.37,36.01,38.4,25.3,reject
60.8,32.19,17.02,35.74,37.9,25.3,reject
60.8,31.33,17.02,35.43,38.2,25.4,reject
60.8,31.84,17.04,35.54,38.3,25.3,reject
60.8,31.5,16.93,35.53,38.1,25.4,reject
60.8,32.01,17.08,35.66,37.9,25.3,reject
60.8,31.67,17.02,35.43,38.3,25.3,reject
60.8,31.17,16.92,35.5,38.1,25.4,reject
60.8,32.72,17.24,35.76,38.3,25.3,reject
60.8,31.33,17.04,35.68,38.1,25.3,reject
61.79,31.33,16.96,35.53,38.3,25.3,reject
60.8,32.19,17.11,35.65,38.0,25.4,reject
60.8,31.33,17.01,35.51,38.3,25.3,reject
60.31,31.5,16.9,35.54,38.2,25.3,reject
60.8,31.33,16.94,35.46,38.1,25.3,reject
60.8,31.5,17.19,35.73,38.2,25.3,reject
60.8,31.84,17.02,35.54,38.1,25.3,reject
60.8,32.01,17.24,35.73,38.3,25.4,reject
60.8,33.08,17.37,36.01,38.1,25.3,reject
60.8,32.01,17.02,35.7,38.2,25.3,reject
60.31,32.19,17.11,36.0,38.0,25.3,reject
60.8,32.01,17.08,35.47,38.3,25.3,reject
60.8,32.01,17.12,35.65,38.3,25.3,reject
60.8,31.67,17.02,35.45,38.3,25.3,reject
60.31,31.33,16.99,35.72,38.2,25.3,reject
60.8,31.84,16.94,35.66,38.2,25.3,reject
60.8,32.01,17.01,35.6,38.2,25.4,reject
60.8,33.26,17.29,36.01,38.2,25.3,reject
60.8,32.54,17.46,36.0,38.2,25.4,reject
60.8,31.5,17.02,35.49,38.3,25.3,reject
61.29,32.9,17.3,35.89,38.3,25.3,reject
60.8,31.84,17.02,35.55,38.0,25.4,reject
60.8,31.67,17.02,35.44,38.2,25.4,reject
60.8,31.17,17.02,35.55,38.3,25.3,reject
60.8,31.67,16.94,35.61,38.2,25.3,reject
60.31,31.33,16.84,35.59,37.9,25.3,reject
60.31,31.84,17.0,35.64,38.2,25.3,reject
60.8,31.67,17.02,35.45,38.3,25.3,reject
60.8,33.08,17.2,36.0,37.9,25.3,reject
60.31,31.84,16.94,35.64,38.2,25.3,reject
60.8,31.5,17.11,35.83,38.1,25.3,reject
60.8,31.67,17.01,35.49,38.1,25.3,reject
60.8,31.33,16.94,35.44,38.3,25.3,reject
60.8,32.01,17.27,35.74,38.3,25.3,reject
60.8,31.67,16.93,35.53,38.2,25.3,reject
60.31,32.01,17.09,35.88,37.9,25.3,reject
60.8,31.84,17.02,35.47,38.3,25.3,reject
60.8,32.36,17.36,35.94,38.3,25.4,reject
61.29,33.08,17.56,36.03,38.2,25.4,reject
60.8,31.5,16.94,35.44,38.3,25.3,reject
60.8,31.84,17.11,35.5,38.3,25.4,reject
60.8,32.19,17.2,35.96,38.2,25.4,reject
60.8,32.54,17.2,36.0,38.0,25.3,reject
60.8,32.01,17.09,35.58,38.1,25.3,reject
60.8,31.5,17.02,35.48,38.3,25.3,reject
61.29,33.26,17.38,36.03,38.1,25.3,reject
60.8,32.54,17.38,36.01,38.1,25.4,reject
60.8,32.54,17.11,35.74,38.2,25.3,reject
60.8,32.36,17.11,36.01,37.9,25.3,reject
60.8,31.5,17.02,35.45,38.3,25.3,reject
61.29,33.63,17.56,36.05,38.2,25.4,reject
60.8,32.9,17.38,36.03,38.2,25.3,reject
60.8,31.67,17.01,35.47,38.1,25.3,reject
61.29,32.36,17.38,35.95,38.3,25.4,reject
60.8,31.67,17.19,35.76,38.2,25.4,reject
60.8,31.84,16.93,35.58,38.2,25.3,reject
60.31,31.17,16.87,35.66,38.1,25.3,reject
60.8,32.54,17.38,36.04,38.1,25.4,reject
60.8,31.33,16.91,35.46,38.1,25.4,reject
60.8,31.84,17.02,35.45,38.3,25.3,reject
60.31,32.72,17.38,35.99,38.1,25.3,reject
60.8,31.33,17.01,35.44,38.2,25.4,reject
60.8,31.33,16.94,35.48,38.1,25.3,reject
60.8,31.17,16.85,35.46,38.3,25.4,reject
60.8,31.33,16.86,35.45,38.2,25.3,reject
60.8,32.36,17.29,36.0,38.1,25.3,reject
60.8,32.19,17.18,35.92,38.1,25.3,reject
60.8,32.01,17.02,35.67,38.1,25.3,reject
60.8,32.01,17.11,35.6,38.3,25.3,reject
60.8,31.67,16.93,35.63,38.2,25.3,reject
61.29,31.84,17.16,35.68,38.3,25.3,reject
60.8,31.17,16.94,35.52,38.1,25.3,reject
60.8,32.72,17.29,36.09,38.0,25.3,reject
60.8,31.33,17.02,35.72,38.2,25.3,reject
60.8,31.5,16.94,35.44,38.3,25.3,reject
60.8,31.84,16.93,35.62,37.9,25.3,reject
60.8,32.01,17.19,35.71,38.3,25.4,reject
60.8,31.67,17.03,35.45,38.3,25.4,reject
60.8,31.67,17.1,35.44,38.1,25.4,reject
61.29,32.01,17.11,35.47,38.2,25.4,reject
60.8,31.84,17.02,35.45,38.3,25.3,reject
60.8,31.5,16.86,35.64,37.9,25.3,reject
60.8,32.19,17.02,35.7,38.2,25.3,reject
60.8,31.84,17.02,35.48,38.1,25.4,reject
60.8,32.9,17.29,36.17,37.9,25.3,reject
60.8,31.84,17.2,35.73,38.3,25.3,reject
60.8,31.84,17.02,35.47,38.3,25.3,reject
60.8,31.5,16.86,35.56,38.1,25.3,reject
60.8,31.84,16.93,35.65,37.9,25.3,reject
60.8,32.19,17.2,35.79,38.0,25.3,reject
61.29,33.26,17.38,36.0,38.1,25.3,reject
61.29,33.26,17.38,36.04,38.1,25.3,reject
60.8,31.84,17.11,35.44,38.2,25.4,reject
60.8,31.5,16.94,35.44,38.1,25.4,reject
60.8,31.84,17.02,35.5,38.1,25.4,reject
60.8,31.0,16.85,35.46,38.2,25.3,reject
60.8,32.01,17.02,35.72,38.2,25.3,reject
60.8,31.33,16.85,35.56,38.1,25.3,reject
60.8,31.67,17.03,35.47,38.1,25.3,reject
60.8,31.84,17.03,35.49,38.3,25.3,reject
60.8,31.67,17.01,35.46,38.1,25.3,reject
60.8,31.67,16.92,35.53,38.2,25.3,reject
60.8,31.67,17.01,35.5,38.1,25.4,reject
61.29,33.08,17.28,35.92,37.9,25.3,reject
60.8,32.36,17.23,36.0,38.2,25.3,reject
60.8,32.54,17.32,35.98,38.2,25.3,reject
60.8,31.67,17.11,35.53,38.4,25.4,reject
60.31,31.33,17.01,35.66,38.1,25.3,reject
60.8,31.67,16.94,35.47,38.1,25.3,reject
60.8,31.5,16.85,35.57,37.9,25.3,reject
60.8,31.67,17.09,35.91,38.1,25.3,reject
60.8,31.84,16.94,35.69,37.9,25.3,reject
60.8,31.84,16.93,35.58,37.9,25.3,reject
60.8,31.67,16.93,35.67,38.2,25.3,reject
60.8,31.84,17.05,35.57,38.3,25.3,reject
60.8,31.5,17.02,35.45,38.2,25.4,reject
60.31,31.67,16.93,35.49,38.2,25.3,reject
60.8,32.01,17.06,35.54,38.0,25.3,reject
60.8,31.5,17.06,35.83,38.1,25.3,reject
61.29,33.08,17.38,35.97,38.1,25.3,reject
60.8,31.84,17.07,35.45,38.3,25.4,reject
60.8,31.67,16.97,35.45,38.0,25.4,reject
60.8,32.01,17.02,35.69,38.2,25.3,reject
60.8,32.01,17.16,35.65,38.3,25.3,reject
60.8,31.67,16.94,35.45,38.0,25.4,reject
60.8,31.5,16.92,35.59,38.2,25.3,reject
60.8,31.17,17.02,35.71,38.1,25.3,reject
60.8,31.67,17.02,35.46,38.3,25.3,reject
61.29,33.08,17.38,36.0,38.3,25.3,reject
60.8,31.84,17.11,35.49,38.3,25.4,reject
60.8,31.84,17.03,35.44,38.1,25.3,reject
60.8,31.67,16.94,35.51,38.2,25.3,reject
60.8,31.67,16.95,35.49,38.0,25.3,reject
60.8,31.84,17.02,35.47,37.9,25.3,reject
60.31,31.67,17.11,35.63,38.1,25.3,reject
60.8,31.84,17.01,35.64,38.2,25.3,reject
61.29,33.08,17.38,36.02,38.1,25.3,reject
60.8,33.08,17.37,36.19,37.9,25.3,reject
60.8,31.67,16.93,35.65,38.2,25.3,reject
60.8,31.84,17.09,35.67,38.3,25.3,reject
60.8,31.67,17.21,35.77,38.4,25.4,reject
60.8,32.19,17.03,35.73,38.2,25.3,reject
60.8,32.72,17.29,36.02,38.2,25.4,reject
60.8,32.19,17.29,35.79,38.3,25.4,reject
60.8,32.19,17.11,35.61,38.1,25.3,reject
60.8,31.5,16.94,35.45,38.1,25.3,reject
60.31,32.19,17.12,35.93,38.2,25.3,reject
61.29,31.84,17.02,35.46,38.1,25.3,reject
60.8,31.67,17.02,35.45,38.1,25.3,reject
61.29,31.67,17.03,35.45,38.2,25.4,reject
60.8,31.17,17.09,35.5,38.3,25.4,reject
60.8,31.84,17.2,36.0,38.2,25.3,reject
60.8,31.5,16.85,35.65,37.9,25.3,reject
60.8,31.33,16.85,35.45,37.9,25.4,reject
60.8,31.33,16.97,35.49,38.1,25.3,reject
60.8,31.67,16.94,35.48,38.1,25.4,reject
60.8,31.5,16.85,35.57,37.9,25.3,reject
60.8,31.84,16.92,35.65,37.9,25.3,reject
60.8,32.19,17.29,35.79,38.1,25.3,reject
61.29,33.08,17.3,36.01,38.1,25.3,reject
60.8,32.72,17.38,36.02,38.4,25.3,reject
60.31,31.33,16.93,35.46,38.1,25.3,reject
60.8,31.84,17.02,35.53,38.0,25.4,reject
60.31,31.67,16.93,35.46,38.1,25.4,reject
61.29,32.19,17.18,35.71,38.4,25.4,reject
60.8,31.84,17.03,35.46,37.9,25.3,reject
61.29,33.63,17.64,36.2,38.2,25.4,reject
60.8,31.67,16.9,35.6,37.9,25.3,reject
60.8,32.19,17.03,35.73,37.9,25.3,reject
60.8,32.19,17.02,35.71,37.9,25.3,reject
60.8,31.84,17.02,35.53,38.0,25.4,reject
60.31,32.19,17.11,35.99,37.9,25.3,reject
61.29,32.36,17.19,35.69,38.3,25.3,reject
60.31,31.5,17.24,35.72,38.2,25.4,reject
60.8,31.67,16.95,35.46,38.0,25.4,reject
61.29,33.45,17.5,36.04,38.2,25.4,reject
60.8,31.33,16.85,35.53,38.2,25.3,reject
60.8,31.67,17.03,35.47,38.3,25.4,reject
60.8,31.67,16.91,35.66,37.9,25.3,reject
60.31,32.01,17.02,35.69,38.2,25.3,reject
60.31,31.5,17.02,35.77,37.9,25.3,reject
60.8,31.84,17.04,35.48,38.3,25.3,reject
60.8,31.17,16.93,35.61,38.2,25.4,reject
60.8,31.17,16.88,35.45,38.1,25.4,reject
60.8,31.17,17.01,35.44,38.4,25.4,reject
60.8,31.5,17.02,35.48,38.3,25.3,reject
60.8,31.5,16.9,35.57,38.2,25.3,reject
60.8,32.01,17.08,35.5,38.1,25.3,reject
60.31,31.67,17.11,35.62,38.1,25.3,reject
60.8,31.67,17.01,35.49,38.4,25.4,reject
60.8,31.84,17.02,35.49,38.1,25.4,reject
60.8,32.54,17.29,36.0,38.1,25.4,reject
60.8,32.01,16.93,35.69,37.9,25.3,reject
60.8,32.36,17.04,35.74,38.2,25.3,reject
60.8,31.84,17.02,35.46,38.1,25.3,reject
60.8,32.36,17.2,35.97,38.2,25.4,reject
60.8,31.84,17.03,35.52,38.1,25.3,reject
60.8,31.0,17.01,35.46,38.4,25.4,reject
60.8,31.67,17.04,35.48,38.3,25.3,reject
60.8,32.01,17.08,35.46,38.1,25.3,reject
60.8,31.17,16.85,35.44,38.2,25.3,reject
61.29,33.08,17.3,35.82,38.3,25.3,reject
60.8,31.33,17.02,35.45,38.4,25.4,reject
60.31,31.84,17.1,35.8,37.9,25.3,reject
60.8,32.54,17.31,36.0,38.1,25.3,reject
60.8,31.5,16.94,35.5,38.2,25.3,reject
60.8,31.84,16.93,35.64,38.2,25.3,reject
60.8,31.5,16.93,35.48,38.2,25.4,reject
60.8,31.5,16.94,35.53,38.1,25.3,reject
60.8,31.67,16.9,35.63,37.9,25.3,reject
60.8,31.67,17.02,35.47,38.1,25.3,reject
60.8,32.36,17.11,35.99,38.0,25.3,reject
61.29,32.72,17.2,35.85,38.1,25.3,reject
60.8,32.54,17.34,36.01,38.2,25.4,reject
60.8,31.67,16.93,35.64,38.2,25.3,reject
60.8,32.54,17.11,35.73,38.0,25.4,reject
60.8,31.67,16.88,35.61,37.9,25.3,reject
60.8,32.01,17.19,35.7,38.3,25.3,reject
61.29,33.26,17.4,36.0,38.2,25.4,reject
60.31,31.33,16.94,35.7,38.1,25.3,reject
60.8,32.01,17.06,35.65,38.1,25.3,reject
60.8,32.9,17.38,36.01,38.1,25.4,reject
60.8,31.17,17.02,35.57,38.4,25.3,reject
60.8,31.67,16.93,35.51,38.2,25.3,reject
60.8,31.33,16.99,35.45,38.3,25.3,reject
60.8,31.0,16.94,35.41,38.3,25.4,reject
60.8,31.17,17.02,35.44,38.2,25.4,reject
60.8,31.0,16.85,35.45,38.2,25.3,reject
60.8,31.67,16.93,35.61,37.9,25.3,reject
60.31,31.5,16.89,35.49,38.2,25.3,reject
60.8,31.67,16.93,35.48,38.1,25.3,reject
60.8,31.0,16.94,35.45,38.3,25.3,reject
60.8,31.33,16.85,35.52,38.2,25.3,reject
60.8,31.17,16.87,35.62,38.2,25.3,reject
60.8,31.67,17.05,35.49,38.3,25.4,reject
60.8,32.19,17.11,35.69,38.1,25.3,reject
60.8,32.01,17.06,35.52,38.3,25.3,reject
60.31,31.33,16.93,35.73,37.9,25.3,reject
60.8,32.36,17.28,36.0,38.2,25.3,reject
60.8,31.84,16.93,35.66,37.9,25.3,reject
60.8,31.17,16.89,35.47,38.1,25.4,reject
60.8,32.01,16.95,35.69,37.9,25.3,reject
60.8,31.67,16.94,35.46,38.1,25.4,reject
60.8,33.08,17.38,36.0,38.0,25.4,reject
60.8,31.5,16.93,35.58,38.2,25.3,reject
60.8,31.84,17.03,35.63,38.1,25.3,reject
60.31,31.5,17.03,35.66,38.0,25.3,reject
60.8,33.08,17.41,36.01,38.1,25.3,reject
60.8,32.54,17.28,36.01,38.2,25.4,reject
60.8,31.33,16.92,35.48,38.1,25.3,reject
60.8,31.84,16.96,35.46,38.1,25.3,reject
61.29,31.5,17.02,35.45,38.2,25.4,reject
60.31,31.5,17.1,35.64,38.3,25.3,reject
60.8,32.54,17.28,36.03,38.2,25.3,reject
60.8,32.36,17.2,36.02,38.2,25.3,reject
60.8,32.01,17.0,35.72,37.9,25.3,reject
61.29,32.72,17.29,36.16,37.9,25.3,reject
60.8,31.5,17.12,35.74,38.1,25.3,reject
61.29,32.54,17.3,36.01,38.2,25.4,reject
60.8,32.01,16.98,35.71,38.2,25.3,reject
60.8,31.5,16.92,35.61,38.2,25.3,reject
60.8,31.33,16.85,35.5,38.3,25.4,reject
60.8,31.67,16.93,35.45,38.1,25.4,reject
61.29,32.9,17.22,35.97,38.1,25.3,reject
60.8,31.67,17.11,35.74,37.9,25.3,reject
60.8,32.36,17.24,36.09,37.9,25.3,reject
60.8,32.54,17.11,35.75,38.1,25.3,reject
60.8,31.33,16.94,35.66,38.1,25.4,reject
60.31,32.19,17.11,36.0,37.9,25.3,reject
60.8,32.36,17.26,35.74,38.1,25.3,reject
60.8,32.01,16.99,35.71,37.9,25.3,reject
60.8,31.33,16.92,35.45,38.1,25.4,reject
61.29,33.08,17.29,35.86,38.0,25.4,reject
60.8,31.33,16.86,35.66,38.1,25.3,reject
60.8,31.67,16.94,35.67,38.2,25.3,reject
60.8,32.19,17.06,35.64,38.0,25.4,reject
60.31,31.84,17.04,35.75,38.2,25.3,reject
60.8,31.84,17.02,35.58,38.1,25.4,reject
60.8,31.84,17.2,35.93,38.2,25.4,reject
60.8,32.36,17.04,35.79,38.2,25.3,reject
60.8,31.5,16.95,35.44,38.1,25.3,reject
60.31,31.5,17.11,35.8,38.2,25.3,reject
59.83,31.67,17.07,35.75,38.1,25.3,reject
60.8,31.84,17.2,35.71,38.3,25.4,reject
60.8,31.67,16.98,35.57,38.1,25.3,reject
60.8,31.67,17.02,35.46,38.3,25.3,reject
60.8,32.01,17.1,35.76,38.2,25.4,reject
60.8,32.01,17.11,35.58,38.1,25.3,reject
60.8,31.17,16.85,35.47,38.2,25.3,reject
60.8,31.67,17.02,35.45,38.1,25.3,reject
60.31,31.67,17.1,35.75,38.1,25.4,reject
60.8,31.67,17.03,35.46,38.3,25.4,reject
60.8,31.84,16.93,35.69,37.9,25.3,reject
60.8,32.54,17.09,35.84,37.9,25.3,reject
60.8,31.67,17.02,35.46,38.3,25.3,reject
60.8,32.19,17.11,35.49,38.1,25.3,reject
61.29,33.26,17.4,36.04,37.9,25.4,reject
60.8,31.67,17.04,35.44,38.3,25.4,reject
60.8,32.01,17.1,35.58,38.3,25.3,reject
61.29,32.54,17.37,36.0,38.2,25.3,reject
61.29,33.26,17.28,36.02,37.9,25.3,reject
60.8,31.67,16.91,35.54,38.2,25.3,reject
60.8,32.01,17.2,35.79,38.4,25.3,reject
60.31,31.5,17.11,35.61,38.1,25.3,reject
60.8,32.01,17.19,35.74,38.1,25.3,reject
60.8,31.33,17.02,35.53,38.3,25.3,reject
60.8,33.08,17.44,36.01,38.3,25.3,reject
60.8,31.67,17.08,35.63,38.3,25.3,reject
60.8,31.33,17.02,35.41,38.1,25.4,reject
60.8,32.01,17.05,35.46,38.1,25.3,reject
60.8,31.67,17.02,35.45,38.3,25.3,reject
60.8,32.19,17.19,35.75,38.1,25.3,reject
60.8,31.84,17.11,35.48,38.3,25.4,reject
60.8,32.72,17.29,36.02,38.2,25.3,reject
60.8,32.01,17.12,35.74,38.0,25.3,reject
61.29,32.54,17.38,35.99,38.3,25.4,reject
60.8,31.0,16.94,35.44,38.2,25.4,reject
60.8,31.5,16.85,35.53,37.9,25.4,reject
61.29,33.08,17.38,35.96,38.2,25.4,reject
60.8,32.72,17.19,35.9,38.2,25.3,reject
60.8,31.17,17.0,35.43,38.2,25.4,reject
60.8,31.67,17.02,35.46,38.3,25.3,reject
60.31,31.0,16.85,35.58,38.1,25.3,reject
60.8,31.17,16.85,35.68,37.9,25.3,reject
60.8,31.84,17.03,35.44,38.1,25.3,reject
60.8,33.08,17.38,36.0,38.1,25.3,reject
60.8,31.67,17.02,35.48,38.1,25.3,reject
60.8,32.72,17.38,36.02,38.2,25.3,reject
60.8,32.9,17.31,36.02,38.2,25.3,reject
60.8,32.01,16.94,35.67,37.9,25.3,reject
60.8,32.54,17.19,35.72,38.1,25.3,reject
60.8,31.17,16.97,35.43,38.2,25.4,reject
60.8,31.67,17.04,35.5,38.3,25.3,reject
61.29,32.72,17.38,36.02,38.2,25.3,reject
61.79,32.72,17.47,36.06,38.4,25.3,reject
60.8,31.5,17.18,35.74,38.1,25.3,reject
60.31,31.5,17.03,35.45,38.3,25.4,reject
60.8,32.01,17.02,35.61,38.0,25.4,reject
60.8,31.84,17.04,35.5,38.1,25.3,reject
60.8,31.0,16.86,35.67,38.1,25.3,reject
60.8,31.67,17.02,35.61,38.1,25.3,reject
60.8,32.01,17.24,35.75,38.1,25.3,reject
60.8,31.33,16.86,35.45,38.2,25.3,reject
60.31,31.84,17.2,35.74,38.0,25.4,reject
60.8,32.19,17.02,35.74,37.9,25.3,reject
60.8,31.17,16.9,35.44,38.1,25.4,reject
60.31,31.84,17.3,35.74,38.2,25.4,reject
60.8,31.84,17.01,35.51,38.0,25.3,reject
60.8,31.17,17.03,35.71,38.1,25.3,reject
60.8,31.17,16.85,35.49,38.2,25.3,reject
61.29,32.72,17.2,35.8,37.9,25.3,reject
60.8,31.67,17.02,35.55,38.1,25.3,reject
61.29,32.54,17.38,36.0,38.2,25.3,reject
61.29,33.26,17.45,36.01,38.1,25.3,reject
60.8,31.17,16.93,35.63,38.2,25.4,reject
61.29,32.72,17.37,36.05,38.2,25.4,reject
60.31,31.33,16.85,35.64,38.1,25.3,reject
60.8,32.72,17.38,36.01,38.2,25.3,reject
61.29,32.36,17.11,35.72,38.0,25.4,reject
60.8,32.01,17.03,35.52,38.1,25.3,reject
60.8,32.01,17.08,35.69,38.0,25.3,reject
60.8,32.19,17.29,35.74,38.1,25.3,reject
60.8,31.84,17.09,35.45,38.3,25.4,reject
61.29,33.26,17.37,36.02,38.1,25.3,reject
60.8,31.84,17.09,35.5,38.3,25.4,reject
61.29,33.26,17.55,36.07,38.2,25.4,reject
60.8,33.08,17.38,36.07,38.2,25.3,reject
61.29,32.36,17.38,36.0,38.3,25.4,reject
60.8,31.5,17.05,35.56,38.3,25.4,reject
60.8,32.54,17.3,36.06,38.2,25.3,reject
60.8,31.5,17.04,35.65,38.1,25.3,reject
60.8,31.84,17.21,35.71,38.3,25.4,reject
60.8,33.08,17.38,36.02,38.0,25.4,reject
60.8,31.17,16.95,35.42,38.2,25.4,reject
60.31,31.67,17.02,35.45,38.3,25.4,reject
60.8,32.54,17.28,36.07,38.0,25.3,reject
60.8,31.33,16.84,35.58,37.9,25.3,reject
60.8,31.17,16.94,35.47,38.3,25.3,reject
60.8,31.67,16.93,35.54,38.2,25.3,reject
60.31,31.5,17.11,35.68,38.0,25.3,reject
60.8,32.36,17.29,36.0,38.1,25.3,reject
60.31,31.17,16.85,35.45,38.2,25.3,reject
60.8,32.54,17.09,35.76,37.9,25.3,reject
61.29,32.9,17.38,36.0,38.3,25.3,reject
60.8,31.67,17.03,35.65,38.3,25.3,reject
61.29,32.72,17.38,36.07,38.1,25.3,reject
60.8,31.67,17.02,35.49,38.1,25.3,reject
60.8,32.01,17.02,35.65,38.1,25.3,reject
60.8,32.36,17.02,35.74,37.9,25.3,reject
60.8,31.5,17.02,35.62,38.3,25.3,reject
60.8,31.5,16.93,35.49,38.2,25.3,reject
60.8,31.67,16.93,35.64,38.2,25.3,reject
60.8,32.01,17.02,35.72,38.2,25.3,reject
61.29,32.01,17.05,35.63,38.1,25.3,reject
60.31,31.5,17.2,35.74,38.2,25.3,reject
60.8,31.5,17.02,35.43,38.2,25.4,reject
60.8,32.01,17.11,35.8,38.2,25.4,reject
60.8,32.19,17.11,35.69,38.0,25.3,reject
60.8,31.17,16.98,35.45,38.4,25.3,reject
60.8,31.33,16.86,35.45,38.2,25.4,reject
60.8,31.0,16.93,35.43,38.3,25.4,reject
60.8,30.84,17.0,35.45,38.3,25.4,reject
60.8,31.5,17.02,35.43,38.3,25.4,reject
60.31,31.17,16.85,35.54,38.1,25.3,reject
60.8,32.54,17.23,36.02,38.0,25.3,reject
60.8,31.84,17.25,35.81,38.2,25.3,reject
60.8,31.0,17.02,35.44,38.3,25.4,reject
